"Periodo","Total","Sector_Bancario","Residentes_Extranjero","Residentes_Pais","Siefores","Sociedades_Inversion","Reportos_Banxico","Garantias_Banxico","Aseguradoras","Otros_Residentes_Pais","Valores_Adquiridos_Banxico"
2000-01-03,549657.44,34216.93,10662.86,538994.58,85412.6,NA,0,NA,NA,419365.04,NA
2000-01-04,550086.22,32595.43,10678.47,539407.75,85446.58,NA,0,NA,NA,421365.73,NA
2000-01-05,550515.01,30738.88,10866.04,539648.96,85036.61,NA,0,NA,NA,423873.46,NA
2000-01-06,552771.65,32097.13,10518.86,542252.79,85148.66,NA,0,NA,NA,425006.98,NA
2000-01-07,553200.04,31618.04,10980.59,542219.45,85226.27,NA,0,NA,NA,425375.12,NA
2000-01-10,553677.17,30674.77,10956.82,542720.34,85096.41,NA,0,NA,NA,426949.15,NA
2000-01-11,554112.43,30878.87,10946.04,543166.39,85137.45,NA,0,NA,NA,427150.06,NA
2000-01-12,554547.56,37106.54,10765.38,543782.18,85165.09,NA,0,NA,NA,421510.54,NA
2000-01-13,552323.11,41067.09,10242.37,542080.73,85416.66,NA,0,NA,NA,415596.97,NA
2000-01-14,552760.88,37371.64,10635.36,542125.52,85658.7,NA,0,NA,NA,419095.17,NA
2000-01-17,553265.78,39197.77,10636.86,542628.92,85704.14,NA,0,NA,NA,417726.99,NA
2000-01-18,553700.77,40234.31,10685.52,543015.25,85742.49,NA,0,NA,NA,417038.44,NA
2000-01-19,554137.9,41317.9,10489.17,543648.72,85605.38,NA,0,NA,NA,416725.43,NA
2000-01-20,556100.09,40568.58,10307.31,545792.77,86680.33,NA,0,NA,NA,418543.85,NA
2000-01-21,556538.48,40083.45,10814.84,545723.64,86838.9,NA,0,NA,NA,418801.28,NA
2000-01-24,557044.79,40079.76,10460.11,546584.68,86731.35,NA,0,NA,NA,419773.55,NA
2000-01-25,557482.64,41359.61,10574.78,546907.85,86721.64,NA,0,NA,NA,418826.6,NA
2000-01-26,557923.49,41203.88,10551.5,547371.99,88452.51,NA,0,NA,NA,417715.59,NA
2000-01-27,567778.03,46832.12,10758.22,557019.81,88892.47,NA,0,NA,NA,421295.22,NA
2000-01-28,568218.48,48668.91,10533.52,557684.96,88892.03,NA,0,NA,NA,420124,NA
2000-01-31,568732.83,47045.25,10357.22,558375.61,88967.41,NA,0,NA,NA,422362.94,NA
2000-02-01,569172.59,48676.11,10472.88,558699.71,90221.04,NA,0,NA,NA,419802.56,NA
2000-02-02,569612.31,40744.17,10904.71,558707.59,90247.05,NA,0,NA,NA,427716.35,NA
2000-02-03,571184.81,38435.01,10953.57,560231.24,90571.2,NA,0,NA,NA,431225.01,NA
2000-02-04,571623.75,37877.21,10989.3,560634.44,90423.36,NA,0,NA,NA,432333.86,NA
2000-02-07,572136.78,37510.89,10604.67,561532.11,90661.58,NA,0,NA,NA,433359.62,NA
2000-02-08,572574.78,37632.27,10928.69,561646.08,90688.63,NA,0,NA,NA,433325.17,NA
2000-02-09,573014.74,37733.11,10656.72,562358.01,90492.28,NA,0,NA,NA,434132.61,NA
2000-02-10,570892.08,38483.22,10412.84,560479.24,90539.31,NA,0,NA,NA,431456.7,NA
2000-02-11,571322.9,32928.93,10476.03,560846.87,90493.71,NA,0,NA,NA,437424.22,NA
2000-02-14,571811.22,34777.24,10568,561243.21,90468.68,NA,0,NA,NA,435997.29,NA
2000-02-15,572241.31,34166.23,11140.16,561101.15,90467.29,NA,0,NA,NA,436467.62,NA
2000-02-16,572671.26,37771.54,10853.37,561817.88,90469.02,NA,0,NA,NA,433577.31,NA
2000-02-17,574581.82,36235.66,10737.06,563844.76,91280.36,NA,0,NA,NA,436328.73,NA
2000-02-18,575011.63,36441.46,10783.2,564228.42,91335.11,NA,0,NA,NA,436451.84,NA
2000-02-21,575500.81,38818.73,11035.59,564465.22,91362.74,NA,0,NA,NA,434283.74,NA
2000-02-22,575931.58,41165.31,10985.28,564946.29,91378.39,NA,0,NA,NA,432402.58,NA
2000-02-23,576362.39,42485.18,10939.66,565422.72,91372.29,NA,0,NA,NA,431565.24,NA
2000-02-24,586630.03,41535.11,10952.77,575677.25,91391.24,NA,0,NA,NA,442750.88,NA
2000-02-25,587060.39,38158.67,10856.89,576203.5,91529.78,NA,0,NA,NA,446515.04,NA
2000-02-28,587545.89,39566.58,10828.07,576717.81,91728.86,NA,0,NA,NA,445422.37,NA
2000-02-29,587977.05,41229.37,10819.14,577157.9,91600.36,NA,0,NA,NA,444328.16,NA
2000-03-01,588409.36,35718.26,10425.97,577983.38,91757.83,NA,0,NA,NA,450507.28,NA
2000-03-02,589972.02,41485.02,10320.21,579651.81,91868.29,NA,0,NA,NA,446298.49,NA
2000-03-03,590402.99,41451.18,10436.34,579966.65,91826.15,NA,0,NA,NA,446689.32,NA
2000-03-06,590890.42,39902.7,10409.14,580481.27,91970.43,NA,0,NA,NA,448608.14,NA
2000-03-07,591314.71,39157.05,10537.81,580776.89,91966.63,NA,0,NA,NA,449653.2,NA
2000-03-08,591737.82,36382.8,10484.76,581253.06,91987.92,NA,0,NA,NA,452882.33,NA
2000-03-09,586541.94,46823.98,9769.39,576772.55,91854.55,NA,0,NA,NA,438094.01,NA
2000-03-10,586965.08,35441.22,10142.75,576822.32,91881.16,NA,0,NA,NA,449499.93,NA
2000-03-13,587400.09,42237.34,9878.11,577521.98,91948.77,NA,0,NA,NA,443335.85,NA
2000-03-14,587807.9,41713.96,10004.93,577802.96,91817.55,NA,0,NA,NA,444271.44,NA
2000-03-15,588209.59,37344.5,10207.89,578001.69,91808.59,NA,0,NA,NA,448848.58,NA
2000-03-16,589729.22,38785.7,10072.73,579656.49,92658.04,NA,0,NA,NA,448212.73,NA
2000-03-17,590148.76,35812.98,10263.95,579884.81,92676.28,NA,0,NA,NA,451395.53,NA
2000-03-20,590594.73,36358.94,10224.65,580370.07,92689.91,NA,0,NA,NA,451321.22,NA
2000-03-22,591026.96,39797.83,10180.16,580846.8,92631.81,NA,0,NA,NA,448417.15,NA
2000-03-23,601445.33,39082.38,9945.2,591500.12,91946.52,NA,0,NA,NA,460471.21,NA
2000-03-24,601863.5,35781.87,10226.15,591637.34,91949.47,NA,0,NA,NA,463905.99,NA
2000-03-27,602313.47,45869.96,10340.3,591973.16,91934.13,NA,0,NA,NA,454169.05,NA
2000-03-28,602733.49,39327.53,10337.16,592396.33,91916.92,NA,0,NA,NA,461151.87,NA
2000-03-29,603153.03,45231.23,10513.94,592639.08,92437.61,NA,0,NA,NA,454970.22,NA
2000-03-30,605274.4,43185.29,9807.72,595466.68,94631.83,NA,0,NA,NA,457649.55,NA
2000-03-31,605694.03,42726.98,10053.38,595640.65,94790.96,NA,0,NA,NA,458122.7,NA
2000-04-03,606146.02,42905.79,9275.3,596870.71,95004.49,NA,0,NA,NA,458960.42,NA
2000-04-04,606565.09,42919.98,9008.42,597556.66,94899.6,NA,0,NA,NA,459737.07,NA
2000-04-05,606984.45,40221.38,9258.12,597726.32,94983.8,NA,0,NA,NA,462521.14,NA
2000-04-06,610403.75,44733.84,8701.96,601701.79,94994.14,NA,0,NA,NA,461973.8,NA
2000-04-07,610822.67,37816.18,8939.54,601883.13,95002.84,NA,0,NA,NA,469064.09,NA
2000-04-10,611274.08,36911.44,8949.22,602324.86,95829.81,NA,0,NA,NA,469583.6,NA
2000-04-11,611688.25,37960.32,8676.28,603011.97,95844.77,NA,0,NA,NA,469206.86,NA
2000-04-12,612102.41,37057.86,8542.14,603560.26,95867.59,NA,0,NA,NA,470634.8,NA
2000-04-13,604931.97,37297.78,8428.95,596503.01,95884.13,NA,0,NA,NA,463321.09,NA
2000-04-14,605345.99,36940.89,8503.29,596842.7,95201.83,NA,0,NA,NA,464699.96,NA
2000-04-17,605784.46,35476.83,8605.38,597179.08,95126.31,NA,0,NA,NA,466575.93,NA
2000-04-18,606199.73,37729.32,8634.97,597564.76,95168.42,NA,0,NA,NA,464667.01,NA
2000-04-19,616659.87,40687.28,8154.79,608505.08,96003.9,NA,0,NA,NA,471813.89,NA
2000-04-24,617127.79,46350.26,8461.73,608666.06,96039.78,NA,0,NA,NA,466276.01,NA
2000-04-25,617547.15,40885.04,8817.57,608729.57,96041.76,NA,0,NA,NA,471802.76,NA
2000-04-26,617972.25,43992.73,8630.56,609341.69,96097.86,NA,0,NA,NA,469251.09,NA
2000-04-27,618578.94,48732.09,8571.41,610007.53,96118.09,NA,0,NA,NA,465157.34,NA
2000-04-28,619003.99,50844.22,8928.6,610075.38,96164.99,NA,0,NA,NA,463066.15,NA
2000-05-02,619485.23,41915.51,8920.82,610564.41,96365.02,NA,0,NA,NA,472283.87,NA
2000-05-03,619909.73,41982.25,8760.68,611149.04,96054.36,NA,0,NA,NA,473112.43,NA
2000-05-04,623909.59,45337.38,8508,615401.58,95949.14,NA,0,NA,NA,474115.06,NA
2000-05-08,624392.05,36194.34,8663.47,615728.57,95969,NA,0,NA,NA,483565.22,NA
2000-05-09,624717.27,41832.39,8915.86,615801.41,96044.76,NA,0,NA,NA,477924.25,NA
2000-05-10,625043.05,32736.48,9826.04,615217.01,95980,NA,0,NA,NA,486500.52,NA
2000-05-11,616490.73,37140.53,7910.13,608580.6,96047.54,NA,0,NA,NA,475392.52,NA
2000-05-12,616808.89,33603.6,9405.01,607403.87,96095.39,NA,0,NA,NA,477704.87,NA
2000-05-15,617151.2,38656.88,8669.8,608481.39,96097.39,NA,0,NA,NA,473727.11,NA
2000-05-16,617467.91,33612.96,8516.87,608951.03,96184.67,NA,0,NA,NA,479153.39,NA
2000-05-17,617785.74,36809.55,8531.55,609254.19,96106.58,NA,0,NA,NA,476338.05,NA
2000-05-18,627542.31,42700.45,8321.15,619221.16,96562.94,NA,0,NA,NA,479957.76,NA
2000-05-19,627860.49,37326.3,8435.08,619425.41,96713.18,NA,0,NA,NA,485385.91,NA
2000-05-22,628205.07,40497.64,8675.34,619529.73,96541.56,NA,0,NA,NA,482490.51,NA
2000-05-23,628524.08,39231.51,8541.41,619982.67,96624.89,NA,0,NA,NA,484126.25,NA
2000-05-24,628842.48,39938.61,8597,620245.48,96398.33,NA,0,NA,NA,483908.53,NA
2000-05-25,631266.68,43233.45,8271.69,622994.99,96876.63,NA,0,NA,NA,482884.89,NA
2000-05-26,631579.88,45546.49,8623.62,622956.26,96879.29,NA,0,NA,NA,480530.47,NA
2000-05-29,631908.62,46270.35,8613.57,623295.04,96881.25,NA,0,NA,NA,480143.43,NA
2000-05-30,632220.8,50242.64,9022.44,623198.36,99852.38,NA,0,NA,NA,473103.33,NA
2000-05-31,632532.73,48170.65,8955.77,623576.95,99920.82,NA,0,NA,NA,475485.47,NA
2000-06-01,636653.98,46843.82,8798.9,627855.08,99925.11,NA,0,NA,NA,481086.13,NA
2000-06-02,636967.73,42550.35,8267.17,628700.56,99837.01,NA,0,NA,NA,486313.2,NA
2000-06-05,637297.15,51146.84,9784.1,627513.05,100728.85,NA,0,NA,NA,475637.35,NA
2000-06-06,637609.93,41628.4,8978.67,628631.25,100723.65,NA,0,NA,NA,486279.19,NA
2000-06-07,637923.54,46661.59,8846.82,629076.72,100710.79,NA,0,NA,NA,481704.33,NA
2000-06-08,630938,45042.87,8226.85,622711.15,100320.1,NA,0,NA,NA,477348.17,NA
2000-06-09,631253.67,36081.48,8546.68,622706.99,100288.48,NA,0,NA,NA,486337.02,NA
2000-06-12,631589.74,38684.08,8863.91,622725.83,100325.15,NA,0,NA,NA,483716.6,NA
2000-06-13,631906.71,42117.43,8872.9,623033.81,100343.05,NA,0,NA,NA,480573.31,NA
2000-06-14,632222.89,41080.78,9107.45,623115.43,100278.94,NA,0,NA,NA,481755.7,NA
2000-06-15,641148.29,42876.65,9002.63,632145.65,101227.63,NA,0,NA,NA,488041.36,NA
2000-06-16,641464,49364.14,8799.35,632664.64,101206.27,NA,0,NA,NA,482094.23,NA
2000-06-19,641801.08,46782.35,9287.05,632514.02,101123.19,NA,0,NA,NA,484608.48,NA
2000-06-20,642116.65,47080.56,8222.53,633894.12,101113.06,NA,0,NA,NA,485700.48,NA
2000-06-21,642432.05,45983.81,8676.9,633755.14,101092.7,NA,0,NA,NA,486678.63,NA
2000-06-22,646096.75,45573.12,8106.46,637990.29,101294.54,NA,0,NA,NA,491122.62,NA
2000-06-23,646412.33,45603.33,8101.37,638310.96,101297.59,NA,0,NA,NA,491410.03,NA
2000-06-26,646760.67,47066.78,8225.6,638535.07,100917.3,NA,0,NA,NA,490550.99,NA
2000-06-27,647087.34,43085.98,8572.58,638514.76,101257.11,NA,0,NA,NA,494171.66,NA
2000-06-28,647413.45,48236.78,8469.9,638943.54,101304.89,NA,0,NA,NA,489401.86,NA
2000-06-29,650946.65,48466.77,8151.67,642794.98,101622.84,NA,0,NA,NA,492705.36,NA
2000-06-30,651270.74,42147.96,9115.2,642155.54,101491.34,NA,0,NA,NA,498516.23,NA
2000-07-03,651637.01,43571.23,8958.29,642678.72,101959.83,NA,0,NA,NA,497147.65,NA
2000-07-04,651959.1,45190.64,8848.2,643110.89,101966.86,NA,0,NA,NA,495953.38,NA
2000-07-05,652280.54,43941.03,8655.83,643624.71,102051.6,NA,0,NA,NA,497632.07,NA
2000-07-06,654402.56,45625.58,8730.3,645672.26,102112.91,NA,0,NA,NA,497933.76,NA
2000-07-07,654723.7,41215.7,8845.65,645878.05,102000.45,NA,0,NA,NA,502661.89,NA
2000-07-10,655087.8,45188.28,8710.46,646377.34,101930.47,NA,0,NA,NA,499258.58,NA
2000-07-11,655400.14,46697.35,9204.31,646195.82,101940.9,NA,0,NA,NA,497557.56,NA
2000-07-12,655712.2,44679.39,8801.84,646910.36,101882.67,NA,0,NA,NA,500348.29,NA
2000-07-13,665792.12,49741.19,8920.36,656871.76,101031.69,NA,0,NA,NA,506098.87,NA
2000-07-14,666104.21,50821.91,9425.95,656678.25,100726.2,NA,0,NA,NA,505130.13,NA
2000-07-17,666442.93,55338.12,9294.41,657148.52,100540.65,NA,0,NA,NA,501269.74,NA
2000-07-18,666754.62,51469.72,9039.34,657715.27,100731.38,NA,0,NA,NA,505514.17,NA
2000-07-19,667066.38,48018.01,9337.23,657729.14,100690.01,NA,0,NA,NA,509021.12,NA
2000-07-20,669178.12,47803.68,9351.46,659826.66,101457.02,NA,0,NA,NA,510565.94,NA
2000-07-21,669498.75,44502.32,9771.45,659727.29,101254.19,NA,0,NA,NA,513970.77,NA
2000-07-24,669846.16,45287.91,9129.07,660717.09,101255.17,NA,0,NA,NA,514174,NA
2000-07-25,670166.35,52130.23,8840.22,661326.13,101253.41,NA,0,NA,NA,507942.48,NA
2000-07-26,670482.95,50038.24,8873.96,661608.98,101923.37,NA,0,NA,NA,509647.36,NA
2000-07-27,668399.08,53968.96,8514.05,659885.02,103904.54,NA,0,NA,NA,502011.51,NA
2000-07-28,668715.02,44009.9,8474.42,660240.59,104522.82,NA,0,NA,NA,511707.86,NA
2000-07-31,669053.4,41151.72,8496.7,660556.69,104672.96,NA,0,NA,NA,514732.01,NA
2000-08-01,669064.63,40118.3,8870.49,660194.13,104942.75,NA,0,NA,NA,515133.07,NA
2000-08-02,669075.89,40525.34,8960.02,660115.87,104932.39,NA,0,NA,NA,514658.13,NA
2000-08-03,668301.98,37826.69,8103.6,660198.38,105382.7,NA,0,NA,NA,516988.98,NA
2000-08-04,668313,38964.13,8415.09,659897.91,106293,NA,0,NA,NA,514640.76,NA
2000-08-07,668346.09,37154,9209.49,659136.6,106326.6,NA,0,NA,NA,515656,NA
2000-08-08,668357.11,36151.33,8566.44,659790.66,106316.58,NA,0,NA,NA,517322.74,NA
2000-08-09,668368.15,38997.21,8571.67,659796.47,106303.48,NA,0,NA,NA,514495.77,NA
2000-08-10,677195.1,43670.85,9196.23,667998.87,106328.33,NA,0,NA,NA,517999.67,NA
2000-08-11,677202.59,39181.88,8943.11,668259.47,106285.84,NA,0,NA,NA,522791.74,NA
2000-08-14,677225.13,42649.47,9162.02,668063.11,106253.15,NA,0,NA,NA,519160.47,NA
2000-08-15,677232.66,39324.68,8952.68,668279.97,106076.36,NA,0,NA,NA,522878.92,NA
2000-08-16,677240.15,38562.31,9006.16,668233.98,106075.09,NA,0,NA,NA,523596.57,NA
2000-08-17,680182.9,47152.45,8931.51,671251.38,107005.13,NA,0,NA,NA,517093.79,NA
2000-08-18,680190.42,39506.12,9680.59,670509.82,106931.8,NA,0,NA,NA,524071.89,NA
2000-08-21,680212.96,39162.32,9416.47,670796.49,106930.44,NA,0,NA,NA,524703.72,NA
2000-08-22,680220.49,42139.8,9872.16,670348.32,106912.71,NA,0,NA,NA,521295.8,NA
2000-08-23,680228.01,39971.04,9590.15,670637.86,106948.39,NA,0,NA,NA,523718.42,NA
2000-08-24,679836.34,44314.5,9643.24,670193.09,106969.56,NA,0,NA,NA,518909.03,NA
2000-08-25,679843.86,40469.98,9691.17,670152.68,106994.46,NA,0,NA,NA,522688.23,NA
2000-08-28,679885.48,41238.45,9893.64,669991.84,106874.41,NA,0,NA,NA,521878.97,NA
2000-08-29,679899.38,43638.67,9337.44,670561.93,106929.6,NA,0,NA,NA,519993.66,NA
2000-08-30,679819.39,42486.92,9164.24,670655.14,106277.36,NA,0,NA,NA,521890.86,NA
2000-08-31,680827.13,55394.64,8909.28,671917.85,106595.28,NA,0,NA,NA,509927.92,NA
2000-09-01,680841.03,42420.69,9256.95,671584.07,106866.24,NA,0,NA,NA,522297.14,NA
2000-09-04,680882.71,44520.87,9298.21,671584.5,106882.8,NA,0,NA,NA,520180.81,NA
2000-09-05,680896.61,43278.56,9166.17,671730.43,106858.03,NA,0,NA,NA,521593.83,NA
2000-09-06,680910.5,42925.28,9294.43,671616.06,106512.37,NA,0,NA,NA,522178.41,NA
2000-09-07,687577.58,45042.52,9254.91,678322.66,106569.06,NA,0,NA,NA,526711.06,NA
2000-09-08,687591.47,42809.22,9564.34,678027.13,106685.68,NA,0,NA,NA,528532.22,NA
2000-09-11,687644.71,41214.03,9973.79,677670.91,106758.05,NA,0,NA,NA,529698.83,NA
2000-09-12,687670.16,38926.22,9986.66,677683.5,106754.02,NA,0,NA,NA,532003.25,NA
2000-09-13,687695.62,39448.34,8676.56,679019.06,106781.56,NA,0,NA,NA,532789.15,NA
2000-09-14,689328.88,39848.06,8384.08,680944.79,107663.12,NA,0,NA,NA,533433.59,NA
2000-09-15,689354.54,42287.12,8424.24,680930.29,107658.27,NA,0,NA,NA,530984.89,NA
2000-09-18,689431.62,40781.05,8567.06,680864.55,107238.28,NA,0,NA,NA,532845.21,NA
2000-09-19,689457.31,42253.81,8606.29,680851.02,107243.85,NA,0,NA,NA,531353.36,NA
2000-09-20,689483,40840.53,8688.92,680794.08,107461.39,NA,0,NA,NA,532492.15,NA
2000-09-21,688908.73,45356.61,8265.22,680643.5,107492.62,NA,0,NA,NA,527794.27,NA
2000-09-22,688934.45,53829.48,8224.42,680710.03,107464.88,NA,0,NA,NA,519415.66,NA
2000-09-25,689011.69,45219.37,8756.49,680255.2,107518.34,NA,0,NA,NA,527517.48,NA
2000-09-26,689037.65,42875.03,9235.58,679802.07,108223.18,NA,0,NA,NA,528703.85,NA
2000-09-27,688998.99,43806.37,8666.22,680332.77,110816.49,NA,0,NA,NA,525709.9,NA
2000-09-28,689865.15,51952.31,8631.5,681233.64,110698.66,NA,0,NA,NA,518582.67,NA
2000-09-29,689890.51,45981.94,8756.68,681133.82,111035.93,NA,0,NA,NA,524115.94,NA
2000-10-02,689966.61,54863.92,8671.52,681295.09,111369.03,NA,0,NA,NA,515062.13,NA
2000-10-03,689992.03,49739.61,8673.19,681318.83,112364.08,NA,0,NA,NA,519215.13,NA
2000-10-04,690017.41,42610.32,9001.37,681016.03,112348.31,NA,0,NA,NA,526057.39,NA
2000-10-05,701915.42,50091.64,8201.74,693713.68,111961.44,NA,0,NA,NA,531660.58,NA
2000-10-06,701940.81,38297.21,8531,693409.8,111772.15,NA,0,NA,NA,543340.43,NA
2000-10-09,702017.09,50139.57,8412.8,693604.28,112475.07,NA,0,NA,NA,530989.63,NA
2000-10-10,702042.53,53397.95,8560.37,693482.16,112569.43,NA,0,NA,NA,527514.76,NA
2000-10-11,702049.01,55303.48,8740.63,693308.37,112572.47,NA,0,NA,NA,525432.42,NA
2000-10-12,699578.23,43183.82,8509.32,691068.91,112739.73,NA,0,NA,NA,535145.35,NA
2000-10-13,699809.7,40511.06,8207.81,691601.88,112722.71,NA,0,NA,NA,538368.1,NA
2000-10-16,700221.12,39375.7,8564.32,691656.8,112571.57,NA,0,NA,NA,539709.53,NA
2000-10-17,700327.6,41454.56,8309.43,692018.16,112308.63,NA,0,NA,NA,538254.96,NA
2000-10-18,700234.07,42249.86,8311.88,691922.18,112918.85,NA,0,NA,NA,536753.46,NA
2000-10-19,696787.01,33188.02,8053.62,688733.39,138314.1,NA,0,NA,NA,517231.26,NA
2000-10-20,696888.49,39494.32,8190.01,688698.48,138301.7,NA,0,NA,NA,510902.45,NA
2000-10-23,697067.91,34682.66,8359.01,688708.89,138592.09,NA,0,NA,NA,515434.14,NA
2000-10-24,697009.38,33315.22,8262.53,688746.84,138604.26,NA,0,NA,NA,516827.36,NA
2000-10-25,697644.35,32675.43,8362.06,689282.29,138489.93,NA,0,NA,NA,518116.92,NA
2000-10-26,700049.38,44342.84,8224.25,691825.12,138347.38,NA,0,NA,NA,509134.9,NA
2000-10-27,699930.97,43925.09,8641.31,691289.66,138079.8,NA,0,NA,NA,509284.75,NA
2000-10-30,700031.76,42597.77,8643.93,691387.83,138004.9,NA,0,NA,NA,510785.15,NA
2000-10-31,700892.38,42316.76,8580.67,692311.7,138381.91,NA,0,NA,NA,511613.02,NA
2000-11-01,708662.54,48216.05,8530.53,700132,138628.92,NA,0,NA,NA,513287.03,NA
2000-11-03,708582.8,41440.98,9826.22,698756.58,138612.93,NA,0,NA,NA,518702.66,NA
2000-11-06,708813.74,39084.81,10051.74,698762,138657.12,NA,0,NA,NA,521020.06,NA
2000-11-07,708687.39,36171.47,9807.78,698879.6,138661.28,NA,0,NA,NA,524046.84,NA
2000-11-08,708481.04,43472.03,8199.29,700281.74,138632.39,NA,0,NA,NA,518177.32,NA
2000-11-09,704741.12,50261.79,8664.53,696076.59,138327.15,NA,0,NA,NA,507487.64,NA
2000-11-10,704801.08,37993.25,9990.12,694810.95,138324.34,NA,0,NA,NA,518493.35,NA
2000-11-13,704962.87,39627.9,9599.81,695363.06,138247.35,NA,0,NA,NA,517487.79,NA
2000-11-14,705654.71,37913.81,9302.71,696352,138341.87,NA,0,NA,NA,520096.31,NA
2000-11-15,705138.38,43642.21,9105.1,696033.28,138336.99,NA,0,NA,NA,514054.07,NA
2000-11-16,702231.16,38876.79,8093.9,694137.26,139662.09,NA,0,NA,NA,515598.38,NA
2000-11-17,702235.06,50958.98,8422.33,693812.73,139457.78,NA,0,NA,NA,503395.96,NA
2000-11-21,702387.57,49068.71,8606.45,693781.11,139296.64,NA,0,NA,NA,505415.74,NA
2000-11-22,702529.47,41012.84,8596.58,693932.88,139325.98,NA,0,NA,NA,513594.05,NA
2000-11-23,702222.18,43231.48,9068.96,693153.21,140028.06,NA,0,NA,NA,509893.65,NA
2000-11-24,702362.54,44317.25,9068.85,693293.68,139989.72,NA,0,NA,NA,508986.7,NA
2000-11-27,702344.35,41266.49,9999.31,692345.04,140139.21,NA,0,NA,NA,510939.33,NA
2000-11-28,702594.66,42655.18,9066.64,693528.01,139603.27,NA,0,NA,NA,511269.55,NA
2000-11-29,702624.93,43707.77,9523.53,693101.4,142722.63,NA,0,NA,NA,506670.99,NA
2000-11-30,714881.81,60606.56,9157.5,705724.31,143755.95,NA,0,NA,NA,501361.79,NA
2000-12-04,714773.45,40511.83,8784.57,705988.87,143866.99,NA,0,NA,NA,521610.04,NA
2000-12-05,714803.79,45870.01,9776.45,705027.34,145426.61,NA,0,NA,NA,513730.71,NA
2000-12-06,714838.23,41356.55,9397.8,705440.43,132856.52,NA,0,NA,NA,531227.35,NA
2000-12-07,710847.13,46818.06,8500.76,702346.36,132761.75,NA,0,NA,NA,522766.55,NA
2000-12-08,710877.77,50311.31,9755.72,701122.05,132166,NA,0,NA,NA,518644.73,NA
2000-12-11,710952.93,51722.82,9824.51,701128.41,132780.56,NA,0,NA,NA,516625.03,NA
2000-12-13,710980.61,52267.84,9831.62,701148.98,132857.35,NA,0,NA,NA,516023.78,NA
2000-12-14,703905.37,51320.45,8043.39,695861.98,133585.93,NA,0,NA,NA,510955.58,NA
2000-12-15,703869.24,54214.72,9454.91,694414.33,133715.62,NA,0,NA,NA,506483.97,NA
2000-12-18,703910.78,52748.42,9594.19,694316.58,132828.47,NA,0,NA,NA,508739.68,NA
2000-12-19,703926.91,54337.19,8995.62,694931.29,133684.6,NA,0,NA,NA,506909.48,NA
2000-12-20,703894.92,54018.55,9696.46,694198.45,132790.82,NA,0,NA,NA,507389.07,NA
2000-12-21,706071.05,55144.59,8455.56,697615.48,132780.39,NA,0,NA,NA,509690.49,NA
2000-12-22,706106.23,60400.72,8804.05,697302.18,133512.08,NA,0,NA,NA,503389.37,NA
2000-12-26,706286.1,51401.68,9414.07,696872.03,133719.38,NA,0,NA,NA,511750.96,NA
2000-12-27,706264.4,51231.88,9732.31,696532.09,133715.97,NA,0,NA,NA,511584.23,NA
2000-12-28,717912.74,59084.72,9303.16,708609.57,133866.76,NA,0,NA,NA,515658.08,NA
2000-12-29,718051.07,63956.94,8986.52,709064.54,133561.1,NA,0,NA,NA,511546.49,NA
2001-01-02,717994.57,60840.99,9240.6,708753.97,134382.28,NA,0,NA,NA,513530.7,NA
2001-01-03,718033.02,55423.81,9325.62,708707.39,133694.69,NA,0,NA,NA,519588.88,NA
2001-01-04,715027.33,46108.69,9479.07,705548.25,134254.81,NA,0,NA,NA,525184.74,NA
2001-01-05,714458.81,51661.77,9352.95,705105.86,133630.61,NA,0,NA,NA,519813.47,NA
2001-01-08,714519.27,48412.61,10941.16,703578.11,134382.17,NA,0,NA,NA,520783.32,NA
2001-01-09,714557.78,45418.99,9928.49,704629.29,134521.03,NA,0,NA,NA,524689.25,NA
2001-01-10,714680.34,43411.01,10312.78,704367.56,134466.44,NA,0,NA,NA,526490.1,NA
2001-01-11,719938.02,46962.07,10267.72,709670.3,134113.61,NA,0,NA,NA,528594.61,NA
2001-01-12,719845.28,46453.96,11189.63,708655.65,134343.95,NA,0,NA,NA,527857.73,NA
2001-01-15,720070.87,49760,11152.6,708918.26,133639.5,NA,0,NA,NA,525518.76,NA
2001-01-16,719953.16,44012.86,11549.49,708403.67,134185.52,NA,0,NA,NA,530205.28,NA
2001-01-17,720320.48,50111.72,11296.15,709024.33,133892.63,NA,0,NA,NA,525019.96,NA
2001-01-18,718933.4,50996.8,12043.06,706890.34,135386.85,NA,0,NA,NA,520506.68,NA
2001-01-19,718861.03,48985.63,12554.33,706306.69,135473.38,NA,0,NA,NA,521847.67,NA
2001-01-22,718533.92,43780.83,12598.7,705935.21,135159.44,NA,0,NA,NA,526994.93,NA
2001-01-23,718511.58,44588.58,12568.42,705943.16,135262.62,NA,0,NA,NA,526091.95,NA
2001-01-24,718519.24,44694.11,12592.69,705926.54,135389.3,NA,0,NA,NA,525843.13,NA
2001-01-25,720431.53,52052.17,12812.78,707618.75,135856.32,NA,0,NA,NA,519710.24,NA
2001-01-26,720567,49462.35,12566.62,708000.37,136003.7,NA,0,NA,NA,522534.3,NA
2001-01-29,720583.33,45473.3,13077.27,707506.05,138424.04,NA,0,NA,NA,523608.71,NA
2001-01-30,720718.8,43832.75,13723.95,706994.84,138447.61,NA,0,NA,NA,524714.47,NA
2001-01-31,720724.26,49051.46,13459.18,707265.08,138304.34,NA,0,NA,NA,519909.27,NA
2001-02-01,721318.31,49606.38,13340.69,707977.62,138755.87,NA,0,NA,NA,519615.35,NA
