"Periodo","Total","Sector_Bancario","Residentes_Extranjero","Residentes_Pais","Siefores","Sociedades_Inversion","Reportos_Banxico","Garantias_Banxico","Aseguradoras","Otros_Residentes_Pais","Valores_Adquiridos_Banxico"
2016-03-18,5964505.3,248079.21,2103227.64,3861277.66,1105073.85,755886.79,330230.89,90413.26,302082.31,1029511.36,0
2016-03-22,5964443.09,224980.38,2107781.01,3856662.08,1119834.7,744999.82,365958,100723.06,302973.01,997193.11,0
2016-03-23,5989478.86,233029.6,2101619.84,3887859.02,1116037.74,764636.74,396366.61,104777.87,299804.68,973205.78,0
2016-03-28,5989787.58,231403.27,2109984.43,3879803.15,1114416.86,784659.23,372873.73,95064.81,299998.39,981386.86,0
2016-03-29,5984793.53,212461.4,2104823.86,3879969.67,1135340.39,771233.04,364661.79,100089.9,299854.21,996328.94,0
2016-03-30,5975775.18,201119.14,2106406.68,3869368.5,1133710.52,769084.24,356114.55,89277.99,298834.55,1021227.51,0
2016-03-31,5919707.06,324130.74,2045324.44,3874382.63,1135566.24,750521.2,298821.83,85204.31,296544.17,983594.14,0
2016-04-01,5924055.71,272645.14,2051416.72,3872639,1133152.68,758254.58,297224.37,87591.23,298969.56,1024801.43,0
2016-04-04,5920896.6,236632.14,2053765.53,3867131.07,1132407.75,763401.38,323203.18,87273.88,298951.94,1025260.8,0
2016-04-05,5918150.48,215833.47,2056558.71,3861591.77,1126992.03,752363.67,346921.24,76993.4,298930.99,1043556.97,0
2016-04-06,5924447.96,223370.07,2072039.81,3852408.15,1134578.06,754187.99,332163.83,86755.61,297535.2,1023817.39,0
2016-04-07,5935289.54,237153.05,2081423.54,3853865.99,1138919.64,749124.97,317687.9,90330.23,295331.04,1025319.17,0
2016-04-08,5931510.1,232926.16,2080760.76,3850749.35,1146283.98,745366.95,322403.68,84945.37,298082.22,1020740.99,0
2016-04-11,5928479.48,239249,2083307.18,3845172.3,1144970.38,768940.82,310905.5,85491.15,297540.25,998075.2,0
2016-04-12,5928045.9,223754.93,2085281.11,3842764.79,1146766.4,757435.88,303091.52,85779.54,299302.04,1026634.47,0
2016-04-13,5926198.26,251272.72,2083152.39,3843045.87,1144743.01,740318.57,296079.84,79670.41,293985.71,1036975.61,0
2016-04-14,5909831.16,252981.13,2055735.87,3854095.29,1149282.98,751536.06,290998.01,79749.12,292075,1037472.99,0
2016-04-15,5906674.28,265834.62,2056122.56,3850551.73,1142233.48,755143.98,282554.01,83491.81,290135.81,1031157.99,0
2016-04-18,5907564.73,265361.32,2055875.32,3851689.42,1149648.44,767076.23,297845.92,79656.81,292384.14,999716.55,0
2016-04-19,5909218.09,245310.65,2057983.25,3851234.84,1147086.05,773034.51,313151.65,83075.86,289008.16,1000567.97,0
2016-04-20,5911868.54,189120.9,2062193.96,3849674.58,1147524.14,771453.25,352350.61,89924.67,292081.61,1007219.4,0
2016-04-21,5938911.2,204232.41,2057724.43,3881186.76,1153028.56,773247.6,342744.22,75985.79,288075.45,1043872.72,0
2016-04-22,5938637.11,221177.55,2055546.14,3883090.96,1155405.99,783811.26,326856.18,81416.85,286739.33,1027683.81,0
2016-04-25,5942379.52,224444.18,2063369.62,3879009.9,1153608.95,770271.49,324605.97,83870.28,291381.81,1030827.22,0
2016-04-26,5937339.76,207634.79,2061394.68,3875945.08,1158766.08,758533.91,358252.32,82876.58,292176.07,1017705.32,0
2016-04-27,5932799.63,234848.69,2063352.21,3869447.42,1154680.61,746455.23,359356.06,70205.07,290944.02,1012957.74,0
2016-04-28,5907802.03,299969.29,2019799.74,3888002.29,1152523.47,748887.77,333795.51,72342.83,295143.51,985339.91,0
2016-04-29,5917864.21,365552.98,2033986.33,3883877.89,1151921.77,749553.64,275860.52,82468.58,293366.06,965154.34,0
2016-05-02,5917131.44,321027.5,2025987.9,3891143.54,1154361.84,752365.8,269842.69,83070.49,294430.82,1016044.4,0
2016-05-03,5916489.01,326203.9,2025787.37,3890701.64,1148402.48,746663.48,282208.41,87296.83,293497.98,1006428.56,0
2016-05-04,5917698.24,318059.33,2023660.51,3894037.73,1155707.34,761854.5,289845.78,86427.47,292910.68,989232.62,0
2016-05-05,5915135.7,317396.58,2016956.99,3898178.71,1153483.48,755173.37,274872.73,76411.87,295751.51,1025089.17,0
2016-05-06,5826554.05,270397.89,2014099,3812455.05,1156003,734052.89,242809.55,102376.22,296397.21,1010418.29,0
2016-05-09,5823127.31,297194.6,2004481.93,3818645.38,1155519.17,740043.74,212614.36,100425.92,297931.72,1014915.87,0
2016-05-10,5824152.01,310529.86,2002681.12,3821470.89,1153476.47,752536.44,198187.18,91563.97,300647.53,1014529.43,0
2016-05-11,5820171.15,327477.78,2001194.21,3818976.94,1152619.39,735326.8,190236.77,89820.7,300869.06,1022626.45,0
2016-05-12,5813623.46,311179.38,1983891.92,3829731.54,1148674.9,773566.18,190922.63,88196.88,299375.38,1017816.19,0
2016-05-13,5816667.05,293300.1,1986063.76,3830603.28,1147131.96,745513.05,189043.67,89254.88,301471.12,1064888.51,0
2016-05-16,5819842.76,323623.94,1987608.01,3832234.74,1151268.83,752357.78,185315.08,97682.69,301173.09,1020813.34,0
2016-05-17,5822995.85,336697.38,1988819.81,3834176.04,1150114.12,737245.23,216784.77,95234.58,300493.17,997606.78,0
2016-05-18,5818482,303559.7,1986511.96,3831970.04,1152422.09,731580.04,215882.55,92584.9,300798.52,1035142.23,0
2016-05-19,5846956.16,256105.11,1988186.55,3858769.61,1150495.37,749712.8,282675.95,105548.97,302119.23,1012112.19,0
2016-05-20,5851931.88,237757,1986240.45,3865691.43,1149375.18,747378.3,301914.83,105659.5,304155.61,1019451,0
2016-05-23,5839288.25,246314.89,1981853.44,3857434.81,1145161.08,757982.39,290521.71,86119.2,305780.75,1025554.8,0
2016-05-24,5841711.8,233638.11,1982652.56,3859059.24,1141763.37,748949.67,287317.86,85974.12,305393.52,1056022.59,0
2016-05-25,5849524.59,254024.63,1980156.41,3869368.18,1159956.98,725589.5,269634.97,104444.03,305338.01,1050380.06,0
2016-05-26,5850012.98,254942.04,1947068.89,3902944.09,1164874.93,742979.3,258801.83,102719.26,307786.37,1070840.36,0
2016-05-27,5853552.66,258939.18,1956848.98,3896703.68,1162048.51,742000.4,260981.72,104102.6,308677.19,1059954.08,0
2016-05-30,5853729.55,258725.11,1959062.79,3894666.75,1154336.87,755192.54,240479.07,103437.25,309605.36,1072890.56,0
2016-05-31,5847669.32,329066.85,1957521.45,3890147.87,1165468.1,753607.85,214874.31,85854.19,307146.22,1034130.35,0
2016-06-01,5840588.14,293485.89,1955559.14,3885029,1165912.78,766315.59,186574.22,93257.83,305896.62,1073586.07,0
2016-06-02,5867895.6,288208.34,1951709.04,3916186.56,1161966.41,760590.39,223414.15,87518.3,306877.01,1087611.96,0
2016-06-03,5863432.56,290715.28,1948701.6,3914730.96,1166323.73,767929.85,217981.63,81672.05,306986.52,1083121.9,0
2016-06-06,5865013.52,276288.69,1959216.95,3905796.58,1165844.24,766259.14,206494.1,97979.26,305558.47,1087372.68,0
2016-06-07,5863282.51,285195.84,1952192.74,3911089.77,1166754.2,764255.02,189532.93,88151.5,303052.97,1114147.31,0
2016-06-08,5866455.7,273830.37,1955231.75,3911223.95,1168649.58,762383.77,193506.8,96790.03,305028.77,1111034.63,0
2016-06-09,5856863.82,268308.97,1927909.07,3928954.76,1167631.46,769811.48,186716.8,92245.01,304910.31,1139330.73,0
2016-06-10,5858646.92,301631.17,1934548.73,3924098.19,1170205.49,756027.26,176529.55,96458.9,303189.54,1120056.28,0
2016-06-13,5858328,330014.45,1933879.58,3924448.42,1173489.01,779198.6,166402.93,95341.87,306221.38,1073780.18,0
2016-06-14,5855554.35,308105.41,1941171.29,3914383.06,1170019.5,777696.66,166981.53,93909.66,305332.64,1092337.65,0
2016-06-15,5852538.85,324893.74,1930387.98,3922150.87,1165833.73,789597.29,169537.61,91967.02,307017.64,1073303.85,0
2016-06-16,5709105.73,297648.88,1908643.9,3800461.83,1180386,758114.95,76739.03,101541.8,308976.92,1077054.25,0
2016-06-17,5696640.79,281904.29,1916298.42,3780342.37,1173246.28,762412.1,76739.03,76050.83,302084.78,1107905.06,0
2016-06-20,5696467.55,360718.93,1910775.74,3785691.81,1171854.81,734451.56,76739.03,79211.35,308583.94,1054132.18,0
2016-06-21,5698457.74,368007.01,1908367.18,3790090.57,1174667.44,753078.23,76739.03,74815.59,308419.86,1034363.4,0
2016-06-22,5701344.01,324903.94,1911150.85,3790193.16,1171629.72,753880.69,97874.43,79364.79,308032.15,1054507.44,0
2016-06-23,5693009.62,347352.26,1878893.57,3814116.05,1172000.9,770490.21,88363.86,74235.87,307364.29,1054308.66,0
2016-06-24,5696715.59,351594.86,1882245.07,3814470.52,1172646.86,756514.68,84539.69,65177.24,309808.55,1074188.64,0
2016-06-27,5696433.27,359592.1,1883870.41,3812562.86,1174828.03,779179.79,85582.5,68924.31,309582.64,1034873.48,0
2016-06-28,5696496,371185.05,1884508.54,3811987.46,1165018.47,752881.71,92563.22,66345.21,308584.88,1055408.93,0
2016-06-29,5709164.78,327109.82,1918180.32,3790984.46,1176699.84,763513.51,94433.91,87216.42,309389.51,1032621.44,0
2016-06-30,5685795.39,381409.97,1916170.29,3769625.1,1174676.01,744447.22,61865.99,82449.57,306595.42,1018180.92,0
2016-07-01,5686912.4,301323.36,1918345.61,3768566.79,1175475.44,758201.94,61865.99,78707.43,303945.5,1089047.13,0
2016-07-04,5686724.07,328411.61,1921771.35,3764952.71,1189578.01,756844.97,57893.55,81571.45,305228.54,1045424.59,0
2016-07-05,5684789.91,342550.94,1920145.88,3764644.03,1183289.77,764190.23,55952.22,84642.35,307009.96,1027008.55,0
2016-07-06,5694352.77,331917.22,1922390.19,3771962.58,1184068.17,767651.18,49647.93,83538.99,305664.76,1049474.32,0
2016-07-07,5705220.03,347599.39,1917681.05,3787538.98,1178609.64,765184.14,49647.93,88268.1,303040.74,1055189.02,0
2016-07-08,5702069.22,357979.19,1920862.32,3781206.9,1181790.23,767424.8,31321.46,80964.23,304784.66,1056942.33,0
2016-07-11,5699984.32,349011.35,1920940.44,3779043.88,1187174.2,771948.87,22435.87,81504.79,310463.92,1056504.88,0
2016-07-12,5695905.52,364654.31,1921322.86,3774582.66,1188971.98,767824.12,6262.78,76384.73,308210.95,1062273.77,0
2016-07-13,5690467.53,344597.6,1919681.38,3770786.15,1199449.06,778503.92,4494.19,76031.07,310135.3,1057575.01,0
2016-07-14,5715753.49,334733.03,1920058.99,3795694.49,1191827.96,777051.59,16257.34,74439.92,308808.92,1092575.74,0
2016-07-15,5717967.38,343963.06,1929158.46,3788808.92,1195936.14,803051,21309.94,72799.99,310624.79,1041124,0
2016-07-18,5715846.93,373911.75,1929196.35,3786650.57,1193840.35,780589.22,31682.38,80069.95,309399.49,1017157.44,0
2016-07-19,5708876.03,338782.18,1926693.23,3782182.8,1201135.98,788913.15,37378.36,62032.3,309640.75,1044300.08,0
2016-07-20,5708298.3,303290.44,1928594.26,3779704.04,1200408.38,782978.6,78202.96,54357.84,310552.87,1049912.95,0
2016-07-21,5716183.26,288532.53,1912254.31,3803928.95,1192384.29,791189.43,88873.67,59713.74,308652.48,1074582.82,0
2016-07-22,5715798.49,274173.02,1909892.95,3805905.55,1192113.45,813169.14,88952.16,57705.66,312943.94,1066848.19,0
2016-07-25,5717273.14,296672.86,1911748.38,3805524.76,1200528.45,806192.91,84785.82,62128.92,311702.91,1043512.88,0
2016-07-26,5719145.95,310282.69,1908814.67,3810331.27,1195884.38,782596.17,78896.06,66248.49,310322.53,1066100.97,0
2016-07-27,5721126.46,290508.59,1919108.97,3802017.49,1210929.67,808193.96,80685.8,61404.24,312585.22,1037710.01,0
2016-07-28,5756991.89,285842.45,1921164.14,3835827.75,1213511.57,799145.73,104931.97,70910.66,311039.79,1050445.59,0
2016-07-29,5746150.39,377259.78,1915926.44,3830223.95,1209355.02,783719.14,78030.54,58639.61,311249.94,1011969.91,0
2016-08-01,5744144.26,326134.97,1916420.47,3827723.8,1214940.19,788756.8,80170.54,59325.34,316387.63,1042008.32,0
2016-08-02,5739029.58,317445.47,1913192.68,3825836.9,1213745.57,788761.28,82019.83,62852.19,317300.12,1043712.43,0
2016-08-03,5738828.52,302466.98,1913241.83,3825586.7,1217946.67,796716.89,68501.78,48589.87,316738.61,1074625.91,0
2016-08-04,5759189.94,301682.32,1904675.45,3854514.49,1221784.73,807994.81,74722.68,59718.25,317023.14,1071588.57,0
2016-08-05,5758245.16,308151.85,1908049.89,3850195.27,1221464.96,825984.55,66842.95,48066.37,315369.73,1064314.87,0
2016-08-08,5758133.27,324888.62,1903254.51,3854878.77,1215684.96,798167.82,73776.87,46816.55,318804.16,1076739.79,0
2016-08-09,5757116.58,314788.29,1900464.94,3856651.64,1222002.32,775623.51,72393.62,55948.25,317689.46,1098206.19,0
2016-08-10,5763690.38,311889.74,1906989.14,3856701.24,1223665.49,759974.57,70708.41,55932.41,323401.74,1111128.88,0
2016-08-11,5799328.25,315342.87,1911189.17,3888139.08,1221124.01,813601.81,74547.67,60363.34,319434.28,1083725.12,0
2016-08-12,5799137.71,302301.92,1916051.11,3883086.6,1224571.13,802366.19,68978.78,69714.25,321001.08,1094153.25,0
2016-08-15,5846092.24,360135.15,1918389.88,3927702.36,1225176.93,822000.28,60851.34,62389.4,321483.22,1075666.05,0
2016-08-16,5849219.28,369681.12,1923567.96,3925651.32,1225344.5,799618.22,66895.45,54713.16,320983.15,1088415.73,0
2016-08-17,5852018.95,375164.91,1927356.19,3924662.76,1220751.21,792446.23,110394.5,58108.89,323107.94,1044689.09,0
2016-08-18,5843079.72,355260.23,1911244.46,3931835.26,1221773.69,822391.71,99364.88,77113.33,322194.19,1033737.23,0
2016-08-19,5839873.29,289862.58,1914340.79,3925532.5,1222327.78,815120.85,156114.19,59602.09,320966.13,1061538.88,0
2016-08-22,5843913.07,312880.06,1916293.21,3927619.85,1214279.58,808973.24,149916.21,65116.26,322701.16,1053753.34,0
2016-08-23,5841960.49,319832.4,1915511.61,3926448.89,1216046.28,814857.97,142541.75,61246.65,321823.98,1050099.84,0
2016-08-24,5839239.92,307936.5,1912586.06,3926653.85,1210678.86,822907.93,141888.99,59363.79,318402.6,1065475.17,0
2016-08-25,5860299.75,314644.52,1909725.04,3950574.7,1209572.44,823667.82,153431.57,58660.82,318085.65,1072511.87,0
2016-08-26,5861780.92,338742.31,1908735.33,3953045.59,1225342.99,814767.84,145482.13,61499.37,318637.32,1048573.61,0
2016-08-29,5864442.01,338009.12,1913880.73,3950561.28,1215632.6,833824.57,147509.23,64898.38,319317.81,1031369.58,0
2016-08-30,5866214.89,342187.54,1912261.5,3953953.4,1223179.92,818366.74,145286.51,68757.79,318054.13,1038120.76,0
2016-08-31,5867519.69,432721.09,1911307.64,3956212.05,1219846.36,803160.93,89107.24,66393.81,317338.19,1027644.43,0
2016-09-01,5815683.33,441604.17,1895853.64,3919829.69,1213754.98,802956.88,74190.6,73596.06,314080.25,999646.74,0
2016-09-02,5819337.22,376349.72,1905875.47,3913461.75,1219461.88,816487.39,64390.32,71980.18,314944.4,1049847.87,0
2016-09-05,5820802.27,400948.33,1909584.18,3911218.1,1216540.2,817379.44,64005.74,62296.75,318696.82,1031350.81,0
2016-09-06,5817711.23,380524.57,1910190.16,3907521.07,1213383.97,830460.69,61279.47,64606.77,318140.52,1039125.09,0
2016-09-07,5819295.4,354899.6,1921269.62,3898025.78,1218629.76,824890.77,48939.96,67526.62,317967.81,1065171.25,0
2016-09-08,5839162.59,368029.32,1931581.67,3907580.92,1209864.24,820592.72,65410.23,56545.65,314263.54,1072875.22,0
2016-09-09,5838014.79,349059.97,1952077.73,3885937.06,1212692.3,801712.22,52583.7,64060.98,315262.5,1090565.39,0
2016-09-12,5844093.84,346043.34,1966561.75,3877532.09,1213837.12,816179.51,46288.45,62198.39,319377.84,1073607.43,0
2016-09-13,5852865.02,350942.92,1967049.73,3885815.29,1211795.75,811725.06,40226.5,74008.99,317721.19,1079394.89,0
2016-09-14,5853065.42,353862.41,1974588.26,3878477.16,1204792,798125.32,41846.48,77564.63,316405.15,1085881.17,0
2016-09-15,5866914.59,282401.29,1984899.74,3882014.84,1205280.03,817952.92,51704.36,61182.83,316232,1147261.42,0
2016-09-19,5864376.78,346622,1992700.03,3871676.75,1202002.96,820313.6,90453.51,65061.08,315528.59,1031695.02,0
2016-09-20,5862678.46,323220.57,1995215.86,3867462.6,1184655.87,812642.52,96499.92,66416.55,316266.86,1067760.3,0
2016-09-21,5866487.24,208302.54,1997271.72,3869215.53,1177051.82,833991.26,148309.3,69766.8,315665.67,1116128.14,0
2016-09-22,5895948.92,231124.01,2012339.28,3883609.64,1188922.01,806436.97,161416.6,73122.55,314529.49,1108058.01,0
2016-09-23,5889650.36,240483.66,2008079.21,3881571.15,1188264.23,822977.43,147091.21,69974.97,313608.56,1099171.1,0
2016-09-26,5883256.88,241947.36,2008462.23,3874794.65,1201516.87,830326.61,140178.21,70203.38,316525.88,1074096.32,0
2016-09-27,5894566.16,247900.47,2005603.13,3888963.03,1207799.3,822274.29,135528.98,79175.31,315847.96,1080436.72,0
2016-09-28,5894431.97,258307.7,2004733.98,3889697.99,1208022.09,798632.07,138948.53,73287.2,318685.4,1093815.01,0
2016-09-29,5886254.51,227631.87,2010828.93,3875425.57,1210830.44,809827.04,115317.31,81381.75,318979.84,1111457.32,0
2016-09-30,5887459.31,322084.53,2023470.34,3863988.97,1206089.88,800376.65,101057,87984.52,315608.03,1030788.36,0
2016-10-03,5892472.53,250496.4,2029678.19,3862794.35,1201209.63,810466.11,102743.95,85481.5,315792,1096604.75,0
2016-10-04,5894018.63,245104.9,2035787.39,3858231.24,1203166.78,790393.09,92890.09,82644.21,313727.99,1130304.19,0
2016-10-05,5891758.98,249186.16,2041183.17,3850575.8,1204103.61,811316.6,78866.64,77898.82,312882.44,1116321.52,0
2016-10-06,5914991.17,253808.33,2042524.88,3872466.29,1207985.36,824438.92,84626.01,74872.04,314405.73,1112329.9,0
2016-10-07,5899572.47,268106.33,2039669.48,3859902.99,1216952.4,786392.87,82508.91,63031.47,316985.48,1125925.54,0
2016-10-10,5891684.18,279588.41,2039567.02,3852117.16,1213489.03,813857.82,71262.2,65297.67,315420.86,1093201.17,0
2016-10-11,5895981.88,300708.93,2038657.29,3857324.59,1211938.45,823057.39,62871.25,55227.64,319906.72,1083614.23,0
2016-10-12,5893314.52,293989.37,2042694.23,3850620.3,1217229.33,818810.79,63033.36,59540.03,319006.75,1079010.66,0
2016-10-13,5859617.88,307847.32,2006872.4,3852745.48,1206309.91,812634.24,63021.49,57901.75,318282.3,1086748.48,0
2016-10-14,5860205.88,333472.11,2007975.3,3852230.58,1198873.82,774463.65,58847.05,59960.09,317873.53,1108740.32,0
2016-10-17,5860781.88,349148.87,2005743.61,3855038.27,1207795.48,778182.03,89516.47,55458.66,318035.48,1056901.28,0
2016-10-18,5858560.87,343233.14,2004634.75,3853926.11,1199777.73,796047.74,87450.41,53345.4,316120.15,1057951.53,0
2016-10-19,5859297.25,286011.08,2019362.49,3839934.76,1195073.17,776107.38,128498.28,52069.48,319018.62,1083156.76,0
2016-10-20,5878722.98,281667.85,2029571.01,3849151.97,1197686.59,782692.83,139315.05,51784.85,319683.96,1076320.84,0
2016-10-21,5884220.17,279724.26,2037014.51,3847205.66,1200866.04,779786.81,135109.86,50606.36,319566.62,1081545.71,0
2016-10-24,5886019.7,263053.87,2039642.8,3846376.9,1206135.24,779627.08,145669.53,52893.17,319936.91,1079061.1,0
2016-10-25,5880066.9,278307.85,2036082.23,3843984.67,1198462.21,800321.52,144944.84,48373.12,319364.02,1054211.11,0
2016-10-26,5887546.79,291139.68,2041086.18,3846460.61,1197407.36,789006.41,140105.33,55724.49,318357.53,1054719.81,0
2016-10-27,5852344.23,302928.48,2014188.86,3838155.37,1204236.25,763126.85,121249.38,64514.46,321063.05,1061036.9,0
2016-10-28,5836123.66,339957.23,2013134.04,3822989.62,1200872.85,780946.68,106428.67,50818.27,320798.76,1023167.16,0
2016-10-31,5840638.36,367902.89,2014949.5,3825688.86,1204864.7,796108.83,57593.58,46036.38,321491.64,1031690.85,0
2016-11-01,5839618.52,374967.77,2008137.63,3831480.9,1205813.91,802222.38,45896.77,55755.06,322944.85,1023880.17,0
2016-11-03,5857333.48,344930.13,2012425.88,3844907.6,1206751.75,791151.59,51591.34,53777.31,324557.33,1072148.15,0
2016-11-04,5862365.31,341739.11,2012473.75,3849891.56,1208566.27,790568.14,55783.03,53418.43,322744.61,1077071.97,0
2016-11-07,5859880.46,353134.23,2016301.27,3843579.19,1206525.63,762849.92,44791.8,48409.66,324752.31,1103115.64,0
2016-11-08,5859070.23,348322.87,2015602.01,3843468.22,1214737.97,795620.11,40978.95,46293.52,323537.76,1073977.03,0
2016-11-09,5860560.12,325850,2016173.25,3844386.87,1207792.35,774065.06,67921.02,47352.93,326512.3,1094893.2,0
2016-11-10,5868195.37,349372.94,2003797.82,3864397.55,1209112.53,773514.59,74053.16,50211.5,324566.92,1083565.89,0
2016-11-11,5872582.04,332993.95,2005692.29,3866889.75,1202939.27,799269.11,69353,58405.78,327923.91,1076004.74,0
2016-11-14,5884386.39,339259.38,2003439.94,3880946.45,1194329.8,786895.24,63516.11,62520.2,324785.87,1109639.87,0
2016-11-15,5890950.18,314243.61,1998449.59,3892500.59,1208403.58,771507.19,80260.38,68524.3,324202.19,1125359.34,0
2016-11-16,5886036.22,311213.39,1994507.37,3891528.85,1214274.65,757091.72,80335.78,57140.47,322603.17,1148869.67,0
2016-11-17,5926711.59,309646.46,1996705.62,3930005.98,1191538.71,790171.48,128466.93,62970.17,325796.32,1121415.91,0
2016-11-18,5928313.72,287632.16,1998280.42,3930033.29,1196146.62,790534.8,135053.54,66174.39,325863.07,1128628.71,0
2016-11-22,5929401.08,208589.99,1999682.75,3929718.33,1202346.52,798312.23,180044.6,65497.47,326890.38,1148037.14,0
2016-11-23,5932375.65,209792.55,1997466.56,3934909.09,1205664.14,810531.07,171558.79,76428.53,324580.1,1136353.9,0
2016-11-24,5931921.24,249617.69,1986296.76,3945624.48,1208334.5,818752.39,161294.52,75192.5,321292.97,1111139.92,0
2016-11-25,5936121.5,248599.7,1993439.47,3942682.03,1200321.9,825070.38,154140.75,73913.18,322736.38,1117899.74,0
2016-11-28,5939983.3,271560.71,1991290.83,3948692.47,1213266.81,794513.55,138168.74,72324.75,321335.63,1137522.27,0
2016-11-29,5934963.7,300670.32,1998219.06,3936744.64,1207843.33,787887.54,135296.9,66120.01,321995.56,1116930.97,0
2016-11-30,5936248.33,348006.74,1998120.42,3938127.91,1219077.89,768867.63,106242.21,75244.53,314019.13,1106669.79,0
2016-12-01,5973373.18,305779.85,2008704.38,3964668.8,1227423.16,808751.9,104123.52,70626.14,321153.28,1126810.97,0
2016-12-02,5974966.57,328267.62,2019355.78,3955610.79,1221977.33,800327.06,104196.97,69858.13,321808.82,1109174.86,0
2016-12-05,5986054.49,335910.64,2026671.54,3959382.95,1218445.81,803780.94,89297.06,79201.25,322665.44,1110081.82,0
2016-12-06,5985999.29,350233.45,2029338.68,3956660.61,1229972.97,771221.63,80117.24,85830.29,325176.58,1114108.46,0
2016-12-07,5987020.44,358872.81,2033595.51,3953424.94,1232075.46,785562.04,67083.35,75740.96,326076.87,1108013.46,0
2016-12-08,5962380.45,352355.12,2020561.92,3941818.52,1231725.41,778493.17,66810.15,77417.83,324819.34,1110197.49,0
2016-12-09,5964102.19,347953.65,2039658.68,3924443.51,1230850.59,800677.19,58175.56,73888,323065.66,1089832.85,0
2016-12-13,5964854.05,352971.11,2053677.29,3911176.77,1218483.48,784570.26,55747.9,80750.09,323784.75,1094869.17,0
2016-12-14,5969419.9,355249.21,2065411.89,3904008,1224603.87,785682.44,52850.22,76354.95,324046.88,1085220.45,0
2016-12-15,5910348.91,374328.31,2058224.01,3852124.9,1238220.34,758820.95,9636.71,85101.63,319500.3,1066516.65,0
2016-12-16,5905560.93,350697.52,2063300.03,3842260.9,1249289.74,773519.13,25004.73,75478.79,320975.39,1047295.58,0
2016-12-19,5900683.51,354472.3,2075158.69,3825524.82,1236020.11,744812.31,37965.69,70837.22,326446.75,1054970.44,0
2016-12-20,5903177.39,359176.36,2082959.9,3820217.49,1237663.24,723307.02,43951.25,68813.19,325380.05,1061926.38,0
2016-12-21,5897771.63,301083.61,2083406.16,3814365.46,1245466.84,764362.76,66046.8,64614.89,326766.19,1046024.36,0
2016-12-22,5915375.65,249812.13,2092575.01,3822800.64,1242518.74,751898.3,69217.71,72873.87,331640.97,1104838.92,0
2016-12-23,5919681.03,221561.3,2100646.01,3819035.03,1236071.29,781368.03,68765.5,75346.3,332805.06,1103117.54,0
2016-12-26,5916703.59,242239.05,2100809.56,3815894.03,1233563.38,756307.81,75614.39,73517.11,335272.62,1099379.66,0
2016-12-27,5915214.32,238187.1,2104457.74,3810756.58,1238975.76,756752.74,73998.61,69068.04,330532.32,1103242.02,0
2016-12-28,5914608.74,234781.29,2105353.94,3809254.8,1239440.63,758752.69,76929.84,68717.61,331879.42,1098753.32,0
2016-12-29,5902739.41,273162.78,2100154.15,3802585.26,1244503.88,771458.09,74453.04,64549.56,329728.97,1044728.94,0
2016-12-30,5906749.08,330940.66,2105296.8,3801452.27,1245525.41,715955.1,67546.51,65277.26,330595.74,1045611.59,0
2017-01-02,5907341.43,317523.32,2103099.38,3804242.04,1241033.26,733618.42,38626.54,66235.15,333084.83,1074120.52,0
2017-01-03,5912039.75,313997.43,2105534.52,3806505.23,1239267.98,723067.35,27910.31,67385.49,332552.7,1102323.95,0
2017-01-04,5907030.41,306400.46,2106799.87,3800230.54,1239775.7,749122.88,36018.13,69945.01,332709.24,1066259.11,0
2017-01-05,5911018.58,325153.27,2099670.6,3811347.98,1232429.88,736275.99,38607.91,81511.26,330630.26,1066739.41,0
2017-01-06,5927791.58,310618.64,2108794.43,3818997.15,1230466.04,750427.65,35678.46,78758.54,332539.06,1080508.76,0
2017-01-09,5922396.24,297477.74,2096831.39,3825564.85,1227991.77,732645.95,46672.47,85774.29,332981.85,1102020.78,0
2017-01-10,5923334.86,307667.58,2103798.37,3819536.49,1214405.38,743466.79,40952.04,77728.69,333264.1,1102051.91,0
2017-01-11,5924414.1,322496.17,2095828.05,3828586.05,1230052.48,743352.72,28801.63,81304.73,332077.95,1090500.37,0
2017-01-12,5957949,314299.04,2096133.59,3861815.41,1227711.7,740480.66,56496,80521.29,328633.49,1113673.23,0
2017-01-13,5959579.35,337099.48,2092715.13,3866864.22,1230591.3,740447.02,45433.98,81640.8,331656.31,1099995.34,0
2017-01-16,5961193.97,339804.63,2094939.85,3866254.12,1226383.94,735290.69,40241.26,79961.68,331232.73,1113339.19,0
2017-01-17,5962025.27,367797.58,2101130.92,3860894.35,1235066.3,761964.01,51936.44,86684.18,328350.82,1029095.02,0
2017-01-18,5957748.93,351434.57,2098369.74,3859379.19,1228505.42,727800.04,49367.98,78227.14,329881.68,1094162.36,0
2017-01-19,5958583.69,251796.68,2096321.07,3862262.62,1235421.88,765036.93,104886.04,72720.38,327086.17,1105314.54,0
2017-01-20,5963004.37,263832.34,2099401.09,3863603.28,1224388.26,776198.77,102465.28,79636.75,327048.07,1090033.8,0
2017-01-23,5963505.14,264505.37,2100130.29,3863374.85,1231920.28,749526.66,101181.35,80167,327277.24,1108796.94,0
2017-01-24,5965094.17,257402.59,2105747.64,3859346.52,1243699.26,739836.48,97395.82,82690.1,327792.33,1110529.96,0
2017-01-25,5982424.15,262175.95,2117161.23,3865262.92,1251074.99,765865.62,86441.75,89411.83,327732.88,1082559.91,0
2017-01-26,5999640.02,247766.92,2125621.96,3874018.06,1227616.3,764878.16,97712.86,80106.58,329239.42,1126697.83,0
