"Fecha_Subasta","Fecha_Vencimiento","Moneda","Tasa_Corte","Monto","Tipo_Operacion","Tenor","Duracion"
2012-02-06,2018-10-24,"COP",6.962,98136.072396,"NO COMPETITIVA","LP",5.10105349897603
2012-02-06,2015-10-28,"COP",0,0,"NO COMPETITIVA","LP",3.35965130759651
2012-02-06,2026-08-26,"COP",0,0,"NO COMPETITIVA","LP",10.8448025785657
2012-02-08,2015-10-28,"COP",6.42,99999.96637,"SUBASTA","LP",3.3069129445258
2012-02-08,2018-10-24,"COP",6.89,99999.8293,"SUBASTA","LP",5.09868269825079
2012-02-08,2026-08-26,"COP",7.617,199999.942275,"SUBASTA","LP",9.00478858888164
2012-02-15,2015-02-25,"UVR",2.597,100106.331797967,"SUBASTA","LP",2.68197516146234
2012-02-15,2017-05-17,"UVR",3.02,150159.139012998,"SUBASTA","LP",4.69132004540876
2012-02-15,2023-02-23,"UVR",3.543,150159.476459242,"SUBASTA","LP",8.59651666940863
2012-02-20,2018-10-24,"COP",6.972,92535.732496,"NO COMPETITIVA","LP",5.06226541443435
2012-02-20,2026-08-26,"COP",7.621,199575.738612,"NO COMPETITIVA","LP",8.97090070292895
2012-02-20,2015-10-28,"COP",0,0,"NO COMPETITIVA","LP",3.32129514321295
2012-02-22,2015-10-28,"COP",6.6,99999.85092,"SUBASTA","LP",3.26719608781477
2012-02-22,2018-10-24,"COP",6.93,99999.897076,"SUBASTA","LP",5.05859976008068
2012-02-22,2026-08-26,"COP",7.61,199999.991786,"SUBASTA","LP",8.96820194587808
2012-03-05,2015-10-28,"COP",6.634,99857.41755,"NO COMPETITIVA","LP",3.2340621442212
2012-03-05,2018-10-24,"COP",6.992,99494.00136,"NO COMPETITIVA","LP",5.02304529072462
2012-03-05,2026-08-26,"COP",7.612,199659.75078,"NO COMPETITIVA","LP",8.93481966024208
2012-03-14,2016-06-15,"COP",6.48,99999.95118,"SUBASTA","LP",3.63124213893852
2012-03-14,2018-10-24,"COP",6.798,99999.973304,"SUBASTA","LP",5.00676144116419
2012-03-14,2026-08-26,"COP",7.421,199999.94856,"SUBASTA","LP",8.95842800010427
2012-03-21,2015-02-25,"UVR",2.981,100151.362508397,"SUBASTA","LP",2.7501750524442
2012-03-21,2017-05-17,"UVR",3.257,150025.94685638,"SUBASTA","LP",4.59137065638904
2012-03-21,2023-02-23,"UVR",3.69,150026.048504105,"SUBASTA","LP",8.85302093396852
2012-03-26,2016-06-15,"COP",6.525,86175.072252,"NO COMPETITIVA","LP",3.59772489354511
2012-03-26,2018-10-24,"COP",6.853,57585.666459,"NO COMPETITIVA","LP",4.97151227232534
2012-03-26,2026-08-26,"COP",0,0,"NO COMPETITIVA","LP",10.7105560032232
2012-03-28,2016-06-15,"COP",6.75,99999.867888,"SUBASTA","LP",3.58903785749402
2012-03-28,2018-10-24,"COP",6.75,99999.912795,"SUBASTA","LP",4.97047479179818
2012-03-28,2026-08-26,"COP",7.392,199999.951518,"SUBASTA","LP",8.92739705011246
2012-04-02,2015-02-25,"UVR",3.006,47625.6702297816,"NO COMPETITIVA","LP",2.71723266506552
2012-04-02,2017-05-17,"UVR",3.256,13412.1870426179,"NO COMPETITIVA","LP",4.55851111122451
2012-04-02,2023-02-23,"UVR",3.706,93143.9387366406,"NO COMPETITIVA","LP",8.81850005608967
2012-04-09,2016-06-15,"COP",6.39,99125.303206,"NO COMPETITIVA","LP",3.56128934280052
2012-04-09,2018-10-24,"COP",6.796,99647.145984,"NO COMPETITIVA","LP",4.93561481273665
2012-04-09,2026-08-26,"COP",7.398,199619.08968,"NO COMPETITIVA","LP",8.89300484812185
2012-04-11,2016-06-15,"COP",6.228,99999.890892,"SUBASTA","LP",3.55811071929575
2012-04-11,2018-10-24,"COP",6.63,99999.898187,"SUBASTA","LP",4.93728834749832
2012-04-11,2026-08-26,"COP",7.299,199999.857872,"SUBASTA","LP",8.91252600023351
2012-04-18,2015-02-25,"UVR",3.09,100049.406292199,"SUBASTA","LP",2.67317632700959
2012-04-18,2017-05-17,"UVR",3.319,150175.078167266,"SUBASTA","LP",4.51359329028275
2012-04-18,2023-02-23,"UVR",3.647,150175.129370402,"SUBASTA","LP",8.78072331306186
2012-04-23,2016-06-15,"COP",6.296,80508.14851,"NO COMPETITIVA","LP",3.52426874684449
2012-04-23,2018-10-24,"COP",6.699,99607.619488,"NO COMPETITIVA","LP",4.90143975769403
2012-04-23,2026-08-26,"COP",7.323,21636.432724,"NO COMPETITIVA","LP",8.87358952750196
2012-04-25,2016-06-15,"COP",6.207,99999.988942,"SUBASTA","LP",3.52005249783224
2012-04-25,2018-10-24,"COP",6.55,99999.640852,"SUBASTA","LP",4.90237541701478
2012-04-25,2026-08-26,"COP",7.29,199999.934904,"SUBASTA","LP",8.87644207727937
2012-04-30,2015-02-25,"UVR",3.136,73943.3720728708,"NO COMPETITIVA","LP",2.64017870843298
2012-05-07,2016-06-15,"COP",6.27,80883.791644,"NO COMPETITIVA","LP",3.48628174135727
2012-05-07,2018-10-24,"COP",6.661,99898.701049,"NO COMPETITIVA","LP",4.86472051813429
2012-05-07,2026-08-26,"COP",7.324,199378.327776,"NO COMPETITIVA","LP",8.83498085903252
2012-05-09,2022-05-04,"COP",7.028,399999.867048,"SUBASTA","LP",7.49882516565685
2012-05-16,2022-05-04,"COP",7.107,399999.901833,"SUBASTA","LP",7.47199873029636
2012-05-22,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",8.09774375503626
2012-05-23,2022-05-04,"COP",7.2,399999.591208,"SUBASTA","LP",7.44380438148491
2012-05-28,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",8.08130539887188
2012-06-04,2022-05-04,"COP",7.201,399133.73079,"NO COMPETITIVA","LP",7.41083064689182
2012-06-13,2016-06-15,"COP",6.188,99999.981176,"SUBASTA","LP",3.38607542800356
2012-06-13,2022-05-04,"COP",7.05,199999.87556,"SUBASTA","LP",7.40080581822887
2012-06-13,2026-08-26,"COP",7.179,99999.81432,"SUBASTA","LP",8.77021194573131
2012-06-20,2015-02-25,"UVR",3.087,100145.146035991,"SUBASTA","LP",2.50058147161638
2012-06-20,2017-05-17,"UVR",3.392,150014.795976771,"SUBASTA","LP",4.52393738831751
2012-06-20,2023-02-23,"UVR",3.605,150014.762422043,"SUBASTA","LP",8.61242699770393
2012-06-25,2016-06-15,"COP",6.226,99609.193166,"NO COMPETITIVA","LP",3.59228993225744
2012-06-25,2022-05-04,"COP",7.06,199615.227088,"NO COMPETITIVA","LP",7.36696115591363
2012-06-25,2026-08-26,"COP",7.212,99439.466758,"NO COMPETITIVA","LP",8.72900757571403
2012-06-27,2016-06-15,"COP",5.972,99999.927309,"SUBASTA","LP",3.58861468955989
2012-06-27,2022-05-04,"COP",6.975,199999.9765,"SUBASTA","LP",7.36970425937541
2012-06-27,2026-08-26,"COP",7.081,99999.891136,"SUBASTA","LP",8.75657822386908
2012-07-03,2017-05-17,"UVR",3.394,98386.8192821891,"NO COMPETITIVA","LP",4.48830132032672
2012-07-03,2023-02-23,"UVR",3.609,21522.5464988,"NO COMPETITIVA","LP",8.57640066298374
2012-07-09,2016-06-15,"COP",6.037,93611.781666,"NO COMPETITIVA","LP",3.55527663153653
2012-07-09,2022-05-04,"COP",7,178476.124398,"NO COMPETITIVA","LP",7.33441033098966
2012-07-09,2026-08-26,"COP",7.14,75500.319921,"NO COMPETITIVA","LP",8.70881908363415
2012-07-11,2016-06-15,"COP",5.888,99999.89946,"SUBASTA","LP",3.55085435702001
2012-07-11,2022-05-04,"COP",6.877,199999.797688,"SUBASTA","LP",7.34081403152816
2012-07-11,2026-08-26,"COP",7.009,99999.974313,"SUBASTA","LP",8.73637730144481
2012-07-18,2021-03-10,"UVR",3.59,400393.075660254,"SUBASTA","LP",7.51321008239904
2012-07-23,2016-06-15,"COP",5.925,99046.170684,"NO COMPETITIVA","LP",3.51771524620915
2012-07-23,2022-05-04,"COP",6.905,199555.898074,"NO COMPETITIVA","LP",7.30523432275968
2012-07-23,2026-08-26,"COP",7.061,99676.47402,"NO COMPETITIVA","LP",8.69038918459869
2012-07-25,2016-06-15,"COP",5.76,99999.86237,"SUBASTA","LP",3.51340532646177
2012-07-25,2022-05-04,"COP",6.7,199999.758244,"SUBASTA","LP",7.31951563390707
2012-07-25,2026-08-26,"COP",6.849,99999.973554,"SUBASTA","LP",8.73833938001074
2012-07-30,2021-03-10,"UVR",3.591,385284.970018862,"NO COMPETITIVA","LP",7.48028239455017
2012-08-01,2021-03-10,"UVR",3.57,200065.567310848,"SUBASTA","LP",7.47587308348403
2012-08-06,2016-06-15,"COP",5.76,99761.532096,"NO COMPETITIVA","LP",3.480528614133
2012-08-06,2022-05-04,"COP",6.741,199563.293154,"NO COMPETITIVA","LP",7.28269216812917
2012-08-06,2026-08-26,"COP",6.907,99862.522872,"NO COMPETITIVA","LP",8.6908517271275
2012-08-08,2016-06-15,"COP",5.43,99999.96505,"SUBASTA","LP",3.4773833982673
2012-08-08,2022-05-04,"COP",6.525,199999.869888,"SUBASTA","LP",7.29797471569963
2012-08-08,2026-08-26,"COP",6.76,99999.892356,"SUBASTA","LP",8.7223931626788
2012-08-13,2021-03-10,"UVR",3.574,69537.5029165637,"NO COMPETITIVA","LP",7.44279259062267
2012-08-15,2021-03-10,"UVR",3.497,200138.112357849,"SUBASTA","LP",7.44123129758202
2012-08-21,2016-06-15,"COP",5.486,99705.421189,"NO COMPETITIVA","LP",3.44137130148399
2012-08-21,2022-05-04,"COP",6.574,41357.97819,"NO COMPETITIVA","LP",7.25765503646838
2012-08-21,2026-08-26,"COP",6.81,83047.433189,"NO COMPETITIVA","LP",8.67418842958302
2012-08-22,2016-06-15,"COP",5.31,99999.91566,"SUBASTA","LP",3.43987444677694
2012-08-22,2022-05-04,"COP",6.505,199999.974366,"SUBASTA","LP",7.26153711203122
2012-08-22,2026-08-26,"COP",6.735,99999.991344,"SUBASTA","LP",8.6903296092526
2012-08-27,2021-03-10,"UVR",3.501,198105.243701116,"NO COMPETITIVA","LP",7.40815128432543
2012-09-03,2016-06-15,"COP",5.388,12556.227328,"NO COMPETITIVA","LP",3.4064471433002
2012-09-03,2022-05-04,"COP",6.562,18368.99667,"NO COMPETITIVA","LP",7.22319077506504
2012-09-03,2026-08-26,"COP",0,0,"NO COMPETITIVA","LP",10.6488138990979
2012-09-12,2016-06-15,"COP",5.39,49999.850968,"SUBASTA","LP",3.38177548658225
2012-09-12,2022-05-04,"COP",6.425,99999.946398,"SUBASTA","LP",7.21167053625003
2012-09-12,2026-08-26,"COP",6.698,49999.988953,"SUBASTA","LP",9.25324677279652
2012-09-19,2021-03-10,"UVR",3.227,200108.338022885,"SUBASTA","LP",7.35900295151992
2012-09-24,2022-05-04,"COP",6.473,99018.5305,"NO COMPETITIVA","LP",7.1741944849273
2012-09-24,2026-08-26,"COP",6.723,49166.92928,"NO COMPETITIVA","LP",9.21496427624802
2012-09-24,2016-06-15,"COP",0,0,"NO COMPETITIVA","LP",3.3860783689073
2012-09-26,2016-06-15,"COP",5.339,49999.864175,"SUBASTA","LP",3.3437793710443
2012-09-26,2022-05-04,"COP",6.296,99999.96479,"SUBASTA","LP",7.18565621547485
2012-09-26,2026-08-26,"COP",6.499,49999.990968,"SUBASTA","LP",9.25787513170011
2012-10-01,2021-03-10,"UVR",2.9,138083.661031612,"NO COMPETITIVA","LP",7.34251226227849
2012-10-08,2016-06-15,"COP",5.385,49855.95759,"NO COMPETITIVA","LP",3.31057791560321
2012-10-08,2022-05-04,"COP",6.333,99988.597892,"NO COMPETITIVA","LP",7.1492424189393
2012-10-08,2026-08-26,"COP",6.567,49993.754496,"NO COMPETITIVA","LP",9.21031949675679
2013-01-09,2028-04-28,"COP",5.789,499999.807745,"SUBASTA","LP",10.0714877067296
2013-01-16,2028-04-28,"COP",5.615,499999.786839,"SUBASTA","LP",10.102148202644
2013-01-21,2028-04-28,"COP",5.788,499897.763204,"NO COMPETITIVA","LP",10.0388977970002
2013-01-23,2028-04-28,"COP",5.49,499999.892808,"SUBASTA","LP",10.118690670611
2013-01-28,2028-04-28,"COP",5.633,343593.31068,"NO COMPETITIVA","LP",10.0641219329064
2013-02-04,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.5539278725189
2013-02-06,2018-11-21,"COP",4.59,499999.95108,"SUBASTA","LP",5.12652778514179
2013-02-13,2018-11-21,"COP",4.47,499999.928544,"SUBASTA","LP",5.10968286504169
2013-02-18,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",5.17924130663857
2013-02-20,2018-11-21,"COP",4.478,499999.899748,"SUBASTA","LP",5.09034939713352
2013-02-25,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",5.16006322444679
2013-02-27,2018-11-21,"COP",4.458,99999.99846,"SUBASTA","LP",5.07155973678714
2013-02-27,2022-05-04,"COP",4.739,99999.954912,"SUBASTA","LP",6.91044020722956
2013-02-27,2028-04-28,"COP",5.179,199999.967532,"SUBASTA","LP",10.1113553425434
2013-03-04,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",5.14088514225501
2013-03-06,2017-05-17,"UVR",1.57,100284.562110957,"SUBASTA","LP",3.83197257194231
2013-03-06,2021-03-10,"UVR",1.99,100284.342473194,"SUBASTA","LP",6.95979228386332
2013-03-11,2018-11-21,"COP",4.52,65184.97881,"NO COMPETITIVA","LP",5.03747845624752
2013-03-11,2022-05-04,"COP",4.843,99551.698736,"NO COMPETITIVA","LP",6.86789933825224
2013-03-11,2028-04-28,"COP",5.223,25704.76624,"NO COMPETITIVA","LP",10.0659783654393
2013-03-13,2018-11-21,"COP",4.35,99999.949712,"SUBASTA","LP",5.03529860494252
2013-03-13,2022-05-04,"COP",4.66,99999.98984,"SUBASTA","LP",6.87941174416029
2013-03-13,2028-04-28,"COP",5.175,199999.917754,"SUBASTA","LP",10.0741350894013
2013-03-18,2017-05-17,"UVR",1.62,86472.4286742832,"NO COMPETITIVA","LP",3.79861910125889
2013-03-18,2021-03-10,"UVR",2.013,4547.1546516,"NO COMPETITIVA","LP",7.14509881442192
2013-03-20,2017-05-17,"UVR",1.527,100452.133372631,"SUBASTA","LP",3.79402610851999
2013-03-20,2021-03-10,"UVR",1.977,100452.234286244,"SUBASTA","LP",7.1408610060234
2013-03-26,2018-11-21,"COP",4.461,20553.207,"NO COMPETITIVA","LP",4.99752887979044
2013-03-26,2022-05-04,"COP",4.769,964.59868,"NO COMPETITIVA","LP",6.83368191118053
2013-03-26,2028-04-28,"COP",5.205,207.235584,"NO COMPETITIVA","LP",10.0299973783538
2013-04-01,2017-05-17,"UVR",0,0,"NO COMPETITIVA","LP",3.77551193334275
2013-04-01,2021-03-10,"UVR",1.988,1256.100128195,"NO COMPETITIVA","LP",7.10760504622572
2013-04-03,2017-05-17,"UVR",1.499,150155.765249499,"SUBASTA","LP",3.75593657143763
2013-04-03,2021-03-10,"UVR",2.049,150155.873257025,"SUBASTA","LP",7.10002020022726
2013-04-10,2018-11-21,"COP",4.34,99999.925364,"SUBASTA","LP",4.95878005187632
2013-04-10,2022-05-04,"COP",4.908,199999.997338,"SUBASTA","LP",6.77965737242697
2013-04-10,2028-04-28,"COP",5.419,299999.937006,"SUBASTA","LP",9.92798909967092
2013-04-15,2017-05-17,"UVR",0,0,"NO COMPETITIVA","LP",3.73715576895919
2013-04-15,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",7.1357448630137
2013-04-17,2017-05-17,"UVR",1.538,150226.556619854,"SUBASTA","LP",3.71720899992515
2013-04-17,2021-03-10,"UVR",2.07,150226.606667958,"SUBASTA","LP",7.06093832838359
2013-04-22,2018-11-21,"COP",4.38,99456.108951,"NO COMPETITIVA","LP",4.9251280243802
2013-04-22,2022-05-04,"COP",4.928,199172.471268,"NO COMPETITIVA","LP",6.74491750956601
2013-04-22,2028-04-28,"COP",5.414,299712.603003,"NO COMPETITIVA","LP",9.89653807279807
2013-04-24,2018-11-21,"COP",4.261,99999.987514,"SUBASTA","LP",4.92195347097817
2013-04-24,2022-05-04,"COP",4.78,199999.83699,"SUBASTA","LP",6.75320801970469
2013-04-24,2028-04-28,"COP",5.308,299999.913108,"SUBASTA","LP",9.92125525583285
2013-04-29,2017-05-17,"UVR",0,0,"NO COMPETITIVA","LP",3.69879960457562
2013-04-29,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",7.09738869863014
2013-05-06,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",4.96828240252898
2013-05-06,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",7.44850827800656
2013-05-06,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.6622927180966
2013-05-08,2017-05-17,"UVR",1.729,150034.814118488,"SUBASTA","LP",3.65785239190532
2013-05-08,2021-03-10,"UVR",2.23,150034.865559126,"SUBASTA","LP",6.99785974464223
2013-05-15,2018-11-21,"COP",4.411,99999.971504,"SUBASTA","LP",4.86151306702993
2013-05-15,2022-05-04,"COP",4.988,199999.790298,"SUBASTA","LP",7.08699768104629
2013-05-15,2028-04-28,"COP",5.526,299999.961792,"SUBASTA","LP",10.3656569952159
2013-05-20,2017-05-17,"UVR",0,0,"NO COMPETITIVA","LP",3.77383210396909
2013-05-20,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",7.03985445205479
2013-05-22,2017-05-17,"UVR",1.869,150193.071993628,"SUBASTA","LP",3.75964246393859
2013-05-22,2021-03-10,"UVR",2.399,150193.13736073,"SUBASTA","LP",6.9536182939338
2013-05-27,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",4.91074815595364
2013-05-27,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",7.39097403143121
2013-05-27,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.6047584715213
2013-05-29,2018-11-21,"COP",4.93,99999.830952,"SUBASTA","LP",4.81304021547808
2013-05-29,2022-05-04,"COP",5.583,199999.95575,"SUBASTA","LP",7.00606423694448
2013-05-29,2028-04-28,"COP",6.04,299999.83722,"SUBASTA","LP",10.200115674214
2013-06-04,2017-05-17,"UVR",0,0,"NO COMPETITIVA","LP",3.73273621355813
2013-06-04,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",6.99875856164384
2013-06-05,2033-03-25,"UVR",4,250122.496653543,"SUBASTA","LP",14.7112432941705
2013-06-11,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",4.86965226554268
2013-06-11,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",7.34987814102025
2013-06-11,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.5636625811103
2013-06-12,2018-11-21,"COP",6,93304.25,"SUBASTA","LP",4.75352741110449
2013-06-12,2022-05-04,"COP",6.73,249999.96238,"SUBASTA","LP",6.88432056342473
2013-06-12,2028-04-28,"COP",7.01,99999.940968,"SUBASTA","LP",9.91899348600823
2013-06-17,2033-03-25,"UVR",4,64629.1714017074,"NO COMPETITIVA","LP",14.6783665818417
2013-06-19,2033-03-25,"UVR",4.15000009536743,150126.36785757,"SUBASTA","LP",14.6088699683254
2013-06-24,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",4.83403582718651
2013-06-24,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",7.31426170266409
2013-06-24,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.5280461427541
2013-06-26,2016-06-15,"COP",5.88,38943.375,"SUBASTA","LP",2.77538222147103
2013-06-26,2018-11-21,"COP",6.22,60435.74,"SUBASTA","LP",4.71077149306002
2013-06-26,2022-05-04,"COP",6.99,136762.665228,"SUBASTA","LP",6.82683060735133
2013-06-26,2028-04-28,"COP",7.31,63858.08,"SUBASTA","LP",9.80493170990932
2013-07-02,2033-03-25,"UVR",0,0,"NO COMPETITIVA","LP",16.1662671232877
2013-07-03,2017-05-17,"UVR",3.15000009536743,34184.038804524,"SUBASTA","LP",3.63849668747066
2013-07-03,2021-03-10,"UVR",3.80999994277954,17590.6814203216,"SUBASTA","LP",6.78824391963383
2013-07-03,2033-03-25,"UVR",4.29899978637695,98340.64492329,"SUBASTA","LP",14.5064980142149
2013-07-08,2018-11-21,"COP",6.2480001449585,60392.91235,"NO COMPETITIVA","LP",4.6773335947556
2013-07-08,2016-06-15,"COP",5.94799995422363,38882.44257,"NO COMPETITIVA","LP",2.74232003281746
2013-07-08,2022-05-04,"COP",7.01599979400635,136762.662234,"NO COMPETITIVA","LP",6.79203594548214
2013-07-08,2028-04-28,"COP",7.35900020599365,63605.301216,"NO COMPETITIVA","LP",9.75966522725783
2013-07-10,2018-11-21,"COP",6.01999998092651,49999.997952,"SUBASTA","LP",4.67641580506194
2013-07-10,2016-06-15,"COP",5.48000001907349,49999.954221,"SUBASTA","LP",2.73811603972173
2013-07-10,2022-05-04,"COP",6.84000015258789,249999.893416,"SUBASTA","LP",6.79952336707627
2013-07-10,2028-04-28,"COP",7.19899988174438,149999.926035,"SUBASTA","LP",9.79461719625528
2013-07-17,2017-05-17,"UVR",2.91100001335144,20339.675551518,"SUBASTA","LP",3.60128098699103
2013-07-17,2021-03-10,"UVR",3.56900000572205,63386.9679825026,"SUBASTA","LP",6.75862813674007
2013-07-17,2033-03-25,"UVR",4.19999980926514,166299.068879438,"SUBASTA","LP",14.5107228403403
2013-07-22,2018-11-21,"COP",6.00099992752075,49558.171117,"NO COMPETITIVA","LP",4.64391841089908
2013-07-22,2016-06-15,"COP",5.48099994659424,49864.319736,"NO COMPETITIVA","LP",2.70523660488768
2013-07-22,2022-05-04,"COP",6.84299993515015,249999.818684,"NO COMPETITIVA","LP",6.76642596431903
2013-07-22,2028-04-28,"COP",7.20599985122681,149999.787794,"NO COMPETITIVA","LP",9.75997313866678
2013-07-24,2018-11-21,"COP",5.94999980926514,106028.44,"SUBASTA","LP",4.63945650303494
2013-07-24,2016-06-15,"COP",5.46000003814697,170838.772,"SUBASTA","LP",2.69981432696116
2013-07-24,2022-05-04,"COP",6.75,211932.15,"SUBASTA","LP",6.76778321521698
2013-07-24,2028-04-28,"COP",7.28000020980835,111200.635,"SUBASTA","LP",9.73580157949999
2013-07-29,2033-03-25,"UVR",4.19099998474121,78264.3977106138,"NO COMPETITIVA","LP",14.4817078515829
2013-07-29,2017-05-17,"UVR",0,0,"NO COMPETITIVA","LP",3.58205128205128
2013-07-29,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",6.84807363013699
2013-08-05,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",4.71896733403583
2013-08-05,2016-06-15,"COP",5.46700000762939,170520.433448,"NO COMPETITIVA","LP",2.66691855714439
2013-08-05,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",7.1991932095134
2013-08-05,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.4129776496035
2013-08-08,2017-05-17,"UVR",3.07,49541.593420245,"SUBASTA","LP",3.54024863304099
2013-08-08,2021-03-10,"UVR",3.65,73426.93969952,"SUBASTA","LP",6.69542334066233
2013-08-08,2033-03-25,"UVR",4.18,127049.306067885,"SUBASTA","LP",14.4590284691144
2013-08-14,2018-11-21,"COP",6.109,166872.29,"SUBASTA","LP",4.57874691013268
2013-08-14,2016-06-15,"COP",5.387,96286.328752,"SUBASTA","LP",2.64247879065733
2013-08-14,2022-05-04,"COP",7.01,156841.3,"SUBASTA","LP",6.69110874811995
2013-08-14,2028-04-28,"COP",7.723,79999.935463,"SUBASTA","LP",9.56605932214859
2013-08-20,2017-05-17,"UVR",0,0,"NO COMPETITIVA","LP",3.52177730944854
2013-08-20,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",6.78779965753425
2013-08-20,2033-03-25,"UVR",0,0,"NO COMPETITIVA","LP",16.0320205479452
2013-08-21,2017-05-17,"UVR",3.435,67582.696537884,"SUBASTA","LP",3.50288619081526
2013-08-21,2021-03-10,"UVR",3.937,85765.686087928,"SUBASTA","LP",6.6493668295848
2013-08-21,2033-03-25,"UVR",4.37,96819.0735694641,"SUBASTA","LP",14.3415999909951
2013-08-26,2018-11-21,"COP",0,0,"NO COMPETITIVA","LP",4.66143308746048
2013-08-26,2016-06-15,"COP",0,0,"NO COMPETITIVA","LP",2.62409496216703
2013-08-26,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",7.14165896293806
2013-08-26,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.3554434030281
2013-08-28,2018-11-21,"COP",6.599,118727,"SUBASTA","LP",4.53054950987128
2013-08-28,2016-06-15,"COP",5.72,76202.873868,"SUBASTA","LP",2.6032156915129
2013-08-28,2022-05-04,"COP",7.259,226226.25,"SUBASTA","LP",6.63434441021389
2013-08-28,2028-04-28,"COP",7.85,78843.72,"SUBASTA","LP",9.49544501764694
2013-09-02,2017-05-17,"UVR",3.452,67034.3252290565,"NO COMPETITIVA","LP",3.46992798587612
2013-09-02,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",6.75218321917808
2013-09-02,2033-03-25,"UVR",4.371,37872.6452388908,"NO COMPETITIVA","LP",14.3082908971307
2013-09-04,2017-05-17,"UVR",3.358,146930.096189397,"SUBASTA","LP",3.46489894850988
2013-09-04,2021-03-10,"UVR",4.049,68973.871549388,"SUBASTA","LP",6.6069129778318
2013-09-04,2033-03-25,"UVR",4.43,34100.947276308,"SUBASTA","LP",14.2772680532384
2013-09-09,2018-11-21,"COP",6.602,118368.500789,"NO COMPETITIVA","LP",4.49761228697538
2013-09-09,2016-06-15,"COP",5.73,75482.701086,"NO COMPETITIVA","LP",2.57031172452832
2013-09-09,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",7.1033027985545
2013-09-09,2028-04-28,"COP",0,0,"NO COMPETITIVA","LP",11.3170872386446
2013-09-11,2018-11-21,"COP",6.425,149999.930668,"SUBASTA","LP",4.49569758819297
2013-09-11,2016-06-15,"COP",5.3,29999.7984,"SUBASTA","LP",2.56600320196256
2013-09-11,2022-05-04,"COP",7.145,169999.804596,"SUBASTA","LP",6.60442545074208
2013-09-11,2028-04-28,"COP",7.716,149999.930524,"SUBASTA","LP",9.49112389811312
2013-09-16,2017-05-17,"UVR",3.354,87411.9838404649,"NO COMPETITIVA","LP",3.43204139239071
2013-09-16,2021-03-10,"UVR",4.054,67565.0996953425,"NO COMPETITIVA","LP",6.57385302514518
2013-09-16,2033-03-25,"UVR",4.41,33230.2091191353,"NO COMPETITIVA","LP",14.2530573510848
2013-09-18,2017-05-17,"UVR",3.359,84763.022210784,"SUBASTA","LP",3.4265379949416
2013-09-18,2021-03-10,"UVR",4.043,104907.82378392,"SUBASTA","LP",6.56877666713944
2013-09-18,2033-03-25,"UVR",4.399,60389.38511856,"SUBASTA","LP",14.2523410459814
2013-09-23,2018-11-21,"COP",6.42,149469.803875,"NO COMPETITIVA","LP",4.46292141635953
2013-09-23,2022-05-04,"COP",7.123,169484.264066,"NO COMPETITIVA","LP",6.5731751540445
2013-09-23,2028-04-28,"COP",7.676,149954.551255,"NO COMPETITIVA","LP",9.46839866430798
2013-09-25,2018-11-21,"COP",6.09,149999.985751,"SUBASTA","LP",4.46405832599938
2013-09-25,2016-06-15,"COP",0,0,"SUBASTA","LP",2.54190318134511
2013-09-25,2022-05-04,"COP",6.661,149999.98575,"SUBASTA","LP",6.60171305058173
2013-09-25,2028-04-28,"COP",7.269,199999.877036,"SUBASTA","LP",9.56597841908837
2013-09-30,2017-05-17,"UVR",3.365,52382.7386289405,"NO COMPETITIVA","LP",3.39363254639302
2013-09-30,2021-03-10,"UVR",4.046,104544.039268229,"NO COMPETITIVA","LP",6.53579003270208
2013-09-30,2033-03-25,"UVR",4.4,59552.1322824483,"NO COMPETITIVA","LP",14.2190314130355
2013-10-02,2017-05-17,"UVR",3.279,84999.7032686535,"SUBASTA","LP",3.38856479806637
