"Fecha_Subasta","Fecha_Vencimiento","Moneda","Tasa_Corte","Monto","Tipo_Operacion","Tenor","Duracion"
2017-03-22,2022-05-04,"COP",6.319,310999.979092,"SUBASTA","LP",4.23436024121612
2017-03-22,2026-08-26,"COP",6.8,239999.823828,"SUBASTA","LP",6.87777838278319
2017-03-22,2032-06-30,"COP",7.1,148999.8848,"SUBASTA","LP",9.35286510493002
2017-03-27,2027-03-17,"UVR",3.66,351354.84797114,"NO COMPETITIVA","LP",8.62696017618126
2017-03-28,2018-03-13,"COP",6.295,188627.905686,"SUBASTA","CP",0.958904109589041
2017-04-03,2022-05-04,"COP",6.349,310998.842784,"NO COMPETITIVA","LP",4.20076635846593
2017-04-03,2026-08-26,"COP",6.821,239999.200356,"NO COMPETITIVA","LP",6.84284941426894
2017-04-03,2032-06-30,"COP",7.096,148857.599142,"NO COMPETITIVA","LP",9.32114949936896
2017-04-04,2018-03-13,"COP",6.14,189108,"SUBASTA","CP",0.93972602739726
2017-04-05,2027-03-17,"UVR",3.389,350091.20491717,"SUBASTA","LP",8.62036461394763
2017-04-11,2018-03-13,"COP",6.22,189194,"SUBASTA","CP",0.92
2017-04-17,2027-03-17,"UVR",0,0,"NO COMPETITIVA","LP",8.79852713976723
2017-04-18,2018-03-13,"COP",6.188,189464,"SUBASTA","CP",0.901369863013699
2017-04-19,2027-03-17,"UVR",3.397,350204.17105654,"SUBASTA","LP",8.58147778071853
2017-04-25,2018-03-13,"COP",5.999,189980,"SUBASTA","CP",0.882191780821918
2017-04-26,2022-05-04,"COP",5.873,249999.919464,"SUBASTA","LP",4.14909567630478
2017-04-26,2026-08-26,"COP",6.256,210999.939219,"SUBASTA","LP",6.83481906579562
2017-04-26,2032-06-30,"COP",6.729,238999.784968,"SUBASTA","LP",9.36457224686202
2017-05-02,2018-03-13,"COP",5.825,190462,"SUBASTA","CP",0.863013698630137
2017-05-02,2027-03-17,"UVR",3.407,350300.16800047,"NO COMPETITIVA","LP",8.54519779022213
2017-05-03,2021-03-10,"UVR",2.68,146320.34481592,"SUBASTA","LP",3.65706060374472
2017-05-03,2027-03-17,"UVR",3.14,105191.1562784,"SUBASTA","LP",8.56009253875542
2017-05-03,2035-04-04,"UVR",3.57,98710.51281304,"SUBASTA","LP",12.8295315996389
2017-05-08,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",4.47052257737189
2017-05-08,2026-08-26,"COP",6.3,210579.268942,"NO COMPETITIVA","LP",6.79767802630154
2017-05-08,2032-06-30,"COP",6.75,131238.650256,"NO COMPETITIVA","LP",9.32561076738611
2017-05-09,2018-03-13,"COP",5.69,190876,"SUBASTA","CP",0.843835616438356
2017-05-10,2022-05-04,"COP",5.946,229999.945448,"SUBASTA","LP",4.38549234658377
2017-05-10,2026-08-26,"COP",6.276,214999.8243,"SUBASTA","LP",6.79452494427885
2017-05-10,2032-06-30,"COP",6.777,254999.89985,"SUBASTA","LP",9.31230695853292
2017-05-15,2021-03-10,"UVR",2.724,145545.69543702,"NO COMPETITIVA","LP",3.61852449703176
2017-05-15,2027-03-17,"UVR",3.168,104955.99212017,"NO COMPETITIVA","LP",8.51989509825834
2017-05-15,2035-04-04,"UVR",3.607,20257.83614181,"NO COMPETITIVA","LP",12.7781771431315
2017-05-16,2018-03-13,"COP",5.699,191064,"SUBASTA","CP",0.824657534246575
2017-05-17,2021-03-10,"UVR",2.625,152385.59718963,"SUBASTA","LP",3.61892923580288
2017-05-17,2027-03-17,"UVR",3.135,112415.86978887,"SUBASTA","LP",8.52206497566183
2017-05-17,2035-04-04,"UVR",3.559,85436.00095928,"SUBASTA","LP",12.7950369228212
2017-05-22,2022-05-04,"COP",5.976,229721.77697,"NO COMPETITIVA","LP",7.11271779946046
2017-05-22,2026-08-26,"COP",0,0,"NO COMPETITIVA","LP",8.60630888027869
2017-05-22,2032-06-30,"COP",0,0,"NO COMPETITIVA","LP",11.1445851641251
2017-05-23,2018-03-13,"COP",5.62,191382,"SUBASTA","CP",0.805479452054794
2017-05-24,2022-05-04,"COP",5.815,209999.690355,"SUBASTA","LP",4.34895295614944
2017-05-24,2026-08-26,"COP",6.275,280999.98156,"SUBASTA","LP",6.75626569254244
2017-05-24,2032-06-30,"COP",6.75,208999.746736,"SUBASTA","LP",9.28177515094776
2017-05-30,2018-03-13,"COP",5.59,191626,"SUBASTA","CP",0.786301369863014
2017-05-30,2021-03-10,"UVR",2.651,152095.23984246,"NO COMPETITIVA","LP",3.58320654824391
2017-05-30,2027-03-17,"UVR",3.16,112349.48707125,"NO COMPETITIVA","LP",8.48480493080986
2017-05-30,2035-04-04,"UVR",3.593,85332.46961408,"NO COMPETITIVA","LP",12.7474807244712
2017-06-05,2022-05-04,"COP",5.838,209901.09504,"NO COMPETITIVA","LP",4.31575747229168
2017-06-05,2026-08-26,"COP",6.301,280896.673232,"NO COMPETITIVA","LP",6.72086874602621
2017-06-05,2032-06-30,"COP",6.78,208910.54124,"NO COMPETITIVA","LP",9.24020463446306
2017-06-06,2018-03-13,"COP",5.374,192128,"SUBASTA","CP",0.767123287671233
2017-06-07,2021-03-10,"UVR",2.489,190461.61627899,"SUBASTA","LP",3.56195022225951
2017-06-07,2027-03-17,"UVR",2.91,87211.19818308,"SUBASTA","LP",8.47925569183343
2017-06-07,2035-04-04,"UVR",3.298,72425.45754305,"SUBASTA","LP",12.8287334836035
2017-06-13,2018-06-12,"COP",5.3,189960,"SUBASTA","CP",0.997260273972603
2017-06-14,2022-05-04,"COP",5.643,200999.974936,"SUBASTA","LP",4.29379980722887
2017-06-14,2026-08-26,"COP",6.172,271999.918847,"SUBASTA","LP",6.70870509058298
2017-06-14,2032-06-30,"COP",6.664,226999.90428,"SUBASTA","LP",9.24915466503828
2017-06-20,2018-06-12,"COP",5.249,190237.904881,"SUBASTA","CP",0.978082191780822
2017-06-20,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",3.53633741888969
2017-06-20,2027-03-17,"UVR",0,0,"NO COMPETITIVA","LP",8.6231846740138
2017-06-20,2035-04-04,"UVR",0,0,"NO COMPETITIVA","LP",13.871251338478
2017-06-21,2021-03-10,"UVR",2.7,127772.43511351,"SUBASTA","LP",3.52273224802359
2017-06-21,2027-03-17,"UVR",3.255,108694.45081606,"SUBASTA","LP",8.41827157166528
2017-06-21,2035-04-04,"UVR",3.647,113715.00412571,"SUBASTA","LP",12.6682178596108
2017-06-27,2018-06-12,"COP",5.299,190338,"SUBASTA","CP",0.958904109589041
2017-06-27,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",4.33353627600203
2017-06-27,2026-08-26,"COP",0,0,"NO COMPETITIVA","LP",7.23581213307241
2017-06-27,2032-06-30,"COP",0,0,"NO COMPETITIVA","LP",11.0459550271388
2017-06-28,2022-05-04,"COP",5.825,193999.958672,"SUBASTA","LP",4.25292395955846
2017-06-28,2026-08-26,"COP",6.425,353999.93654,"SUBASTA","LP",6.64582106759643
2017-06-28,2032-06-30,"COP",6.875,151999.848,"SUBASTA","LP",9.14965098291697
2017-07-04,2018-06-12,"COP",5.249,190612,"SUBASTA","CP",0.93972602739726
2017-07-04,2021-03-10,"UVR",2.724,126148.52357401,"NO COMPETITIVA","LP",3.48701764771669
2017-07-04,2027-03-17,"UVR",3.281,46470.70582986,"NO COMPETITIVA","LP",8.38093826206933
2017-07-04,2035-04-04,"UVR",3.643,9214.22812871,"NO COMPETITIVA","LP",12.6340090847619
2017-07-05,2021-03-10,"UVR",2.724,161331.74265898,"SUBASTA","LP",3.48427792168929
2017-07-05,2027-03-17,"UVR",3.354,136704.8648448,"SUBASTA","LP",8.37336941498402
2017-07-05,2035-04-04,"UVR",3.719,52018.16188139,"SUBASTA","LP",12.6044944235695
2017-07-10,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",4.29791983764586
2017-07-10,2026-08-26,"COP",0,0,"NO COMPETITIVA","LP",7.20019569471624
2017-07-10,2032-06-30,"COP",0,0,"NO COMPETITIVA","LP",11.3872368860675
2017-07-11,2018-06-12,"COP",5.458,190452,"SUBASTA","CP",0.920547945205479
2017-07-12,2022-05-04,"COP",5.825,228999.706848,"SUBASTA","LP",4.2145677951749
2017-07-12,2026-08-26,"COP",6.425,215999.790845,"SUBASTA","LP",6.60746490321287
2017-07-12,2032-06-30,"COP",6.875,154999.87105,"SUBASTA","LP",9.74412489399983
2017-07-17,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",3.46236481614996
2017-07-17,2027-03-17,"UVR",3.361,86079.85466283,"NO COMPETITIVA","LP",8.34002896403406
2017-07-17,2035-04-04,"UVR",3.778,50986.320379,"NO COMPETITIVA","LP",12.5507895052355
2017-07-18,2018-06-12,"COP",5.399,190742,"SUBASTA","CP",0.901369863013698
2017-07-19,2021-03-10,"UVR",2.859,99100.33953555,"SUBASTA","LP",3.44536907811954
2017-07-19,2027-03-17,"UVR",3.403,85518.11150515,"SUBASTA","LP",8.33176460975246
2017-07-19,2035-04-04,"UVR",3.727,115449.13451024,"SUBASTA","LP",12.5633162580909
2017-07-24,2022-05-04,"COP",6.213,54262.936145,"NO COMPETITIVA","LP",4.17630128993745
2017-07-24,2026-08-26,"COP",6.787,174280.78528,"NO COMPETITIVA","LP",6.53932247105541
2017-07-24,2032-06-30,"COP",7.195,69696.23771,"NO COMPETITIVA","LP",9.63046292874711
2017-07-25,2018-06-12,"COP",5.449,190854,"SUBASTA","CP",0.882191780821918
2017-07-26,2022-05-04,"COP",6.339,239999.849955,"SUBASTA","LP",4.16906624339661
2017-07-26,2026-08-26,"COP",6.929,181999.9314,"SUBASTA","LP",6.51995587189203
2017-07-26,2032-06-30,"COP",7.387,177999.773432,"SUBASTA","LP",9.57642507787365
2017-07-31,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",3.4240086517664
2017-07-31,2027-03-17,"UVR",3.39,71839.28175256,"NO COMPETITIVA","LP",8.29975034353966
2017-07-31,2035-04-04,"UVR",0,0,"NO COMPETITIVA","LP",13.7589225713547
2017-08-01,2018-06-12,"COP",5.5,190968,"SUBASTA","CP",0.863013698630137
2017-08-02,2021-03-10,"UVR",2.865,109970.50465001,"SUBASTA","LP",3.40698832979383
2017-08-02,2027-03-17,"UVR",3.359,92355.00985039,"SUBASTA","LP",8.29632585634883
2017-08-02,2035-04-04,"UVR",3.79,97891.44725996,"SUBASTA","LP",12.5027131428303
2017-08-08,2018-06-12,"COP",5.4,191317.904341,"SUBASTA","CP",0.843835616438356
2017-08-08,2022-05-04,"COP",6.351,236214.69543,"NO COMPETITIVA","LP",4.13328247035638
2017-08-08,2026-08-26,"COP",6.945,179049.212415,"NO COMPETITIVA","LP",6.48277281913643
2017-08-08,2032-06-30,"COP",7.394,175254.912476,"NO COMPETITIVA","LP",9.53903715886007
2017-08-09,2022-05-04,"COP",6.25,188999.84973,"SUBASTA","LP",4.13195041078011
2017-08-09,2026-08-26,"COP",6.847,274999.787244,"SUBASTA","LP",6.48962268719348
2017-08-09,2032-06-30,"COP",7.249,135999.86508,"SUBASTA","LP",9.57297643733984
2017-08-14,2021-03-10,"UVR",0,0,"NO COMPETITIVA","LP",3.38565248738284
2017-08-14,2027-03-17,"UVR",3.364,92393.11433323,"NO COMPETITIVA","LP",8.26311785413088
2017-08-14,2035-04-04,"UVR",3.794,97931.49544787,"NO COMPETITIVA","LP",12.4684225117766
2017-08-15,2018-06-12,"COP",5.5,191362,"SUBASTA","CP",0.824657534246575
2017-08-16,2021-03-10,"UVR",2.927,128145.76021284,"SUBASTA","LP",3.36837802957529
2017-08-16,2027-03-17,"UVR",3.254,92396.21413456,"SUBASTA","LP",8.26491291523225
2017-08-16,2035-04-04,"UVR",3.629,79556.22308456,"SUBASTA","LP",12.5211263309443
2017-08-22,2018-06-12,"COP",5.678,191298,"SUBASTA","CP",0.805479452054795
2017-08-22,2022-05-04,"COP",6.268,188999.38152,"NO COMPETITIVA","LP",4.09608322317703
2017-08-22,2026-08-26,"COP",6.845,274999.43144,"NO COMPETITIVA","LP",6.4542018071507
2017-08-22,2032-06-30,"COP",7.269,135999.48255,"NO COMPETITIVA","LP",9.53230286549793
2017-08-23,2022-05-04,"COP",6.12,270999.845835,"SUBASTA","LP",4.09540364031029
2017-08-23,2026-08-26,"COP",6.739,193999.867292,"SUBASTA","LP",6.4618181657551
2017-08-23,2032-06-30,"COP",7.135,134999.926084,"SUBASTA","LP",9.56343284740295
2017-08-28,2021-03-10,"UVR",2.97,127904.73492615,"NO COMPETITIVA","LP",3.33532495277044
2017-08-28,2027-03-17,"UVR",3.273,68267.38549734,"NO COMPETITIVA","LP",8.23078177148035
2017-08-28,2035-04-04,"UVR",3.675,59912.27787563,"NO COMPETITIVA","LP",12.4720580319695
2017-08-29,2018-06-12,"COP",5.519,191728,"SUBASTA","CP",0.786301369863014
2017-09-04,2022-05-04,"COP",6.145,248425.82466,"NO COMPETITIVA","LP",4.06217918233101
2017-09-04,2026-08-26,"COP",6.767,176312.960019,"NO COMPETITIVA","LP",6.88776003575926
2017-09-04,2032-06-30,"COP",7.162,134609.80548,"NO COMPETITIVA","LP",9.52373415620644
2017-09-05,2018-06-12,"COP",5.408,192080,"SUBASTA","CP",0.767123287671233
2017-09-06,2021-03-10,"UVR",2.599,104193.73288899,"SUBASTA","LP",3.31218613729073
2017-09-06,2027-03-17,"UVR",3.18,89277.68615513,"SUBASTA","LP",8.21225608879509
2017-09-06,2035-04-04,"UVR",3.658,106777.4843647,"SUBASTA","LP",12.4533869937181
2017-09-12,2018-09-11,"COP",5.249,190052,"SUBASTA","CP",0.997260273972603
2017-09-13,2022-05-04,"COP",5.863,199999.994139,"SUBASTA","LP",4.04143828014712
2017-09-13,2026-08-26,"COP",6.49,179431.278995,"SUBASTA","LP",6.8837677454128
2017-09-13,2032-06-30,"COP",6.899,220568.556705,"SUBASTA","LP",9.5654701109102
2017-09-18,2021-03-10,"UVR",2.611,104191.88874647,"NO COMPETITIVA","LP",3.27926040599269
2017-09-18,2027-03-17,"UVR",3.208,89276.10233616,"NO COMPETITIVA","LP",8.17753541202402
2017-09-18,2035-04-04,"UVR",3.684,106775.78011579,"NO COMPETITIVA","LP",12.4113532103186
2017-09-19,2018-09-11,"COP",5.199,190327.904836,"SUBASTA","CP",0.978082191780822
2017-09-20,2021-03-10,"UVR",2.494,100679.0970804,"SUBASTA","LP",3.27425859222175
2017-09-20,2027-03-17,"UVR",3.008,98665.01718459,"SUBASTA","LP",8.18518585241635
2017-09-20,2035-04-04,"UVR",3.517,100679.11772214,"SUBASTA","LP",12.4645631526024
2017-09-25,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",4.08696093353628
2017-09-25,2026-08-26,"COP",6.529,161272.73781,"NO COMPETITIVA","LP",6.84798698365589
2017-09-25,2032-06-30,"COP",6.937,115560.381917,"NO COMPETITIVA","LP",9.52300862909516
2017-09-26,2018-09-11,"COP",5.17,190562,"SUBASTA","CP",0.958904109589041
2017-09-27,2022-05-04,"COP",5.957,209999.9165,"SUBASTA","LP",4.00177802096918
2017-09-27,2026-08-26,"COP",6.529,189999.754193,"SUBASTA","LP",6.84250753160109
2017-09-27,2032-06-30,"COP",6.947,199999.99488,"SUBASTA","LP",9.51500639236575
2017-10-02,2021-03-10,"UVR",2.541,4543.81974074,"NO COMPETITIVA","LP",3.25140591204037
2017-10-02,2027-03-17,"UVR",3.045,12077.45960021,"NO COMPETITIVA","LP",8.33825316716449
2017-10-02,2035-04-04,"UVR",3.544,17000.91178358,"NO COMPETITIVA","LP",12.4222182696438
2017-10-03,2018-09-11,"COP",5.24,190628,"SUBASTA","CP",0.93972602739726
2017-10-04,2021-03-10,"UVR",2.48,138524.17040223,"SUBASTA","LP",3.23595953684606
2017-10-04,2027-03-17,"UVR",2.934,55409.49821636,"SUBASTA","LP",8.15166341944382
2017-10-04,2035-04-04,"UVR",3.463,106066.45912087,"SUBASTA","LP",12.445119305774
2017-10-09,2022-05-04,"COP",6.005,209999.311368,"NO COMPETITIVA","LP",3.96823482857244
2017-10-09,2026-08-26,"COP",6.576,189999.431932,"NO COMPETITIVA","LP",6.80612866382733
2017-10-09,2032-06-30,"COP",6.986,199999.205504,"NO COMPETITIVA","LP",9.47228894720467
2017-10-10,2018-09-11,"COP",5.174,190924,"SUBASTA","CP",0.920547945205479
2017-10-11,2022-05-04,"COP",5.85,213999.83761,"SUBASTA","LP",3.96490619068807
2017-10-11,2026-08-26,"COP",6.389,205999.93128,"SUBASTA","LP",6.81456771909658
2017-10-11,2032-06-30,"COP",6.836,179999.906818,"SUBASTA","LP",9.50464188803702
2017-10-17,2018-09-11,"COP",5.22,191033.904483,"SUBASTA","CP",0.901369863013699
2017-10-17,2021-03-10,"UVR",2.489,65993.74952155,"NO COMPETITIVA","LP",3.20030638664307
2017-10-17,2027-03-17,"UVR",2.965,39206.04616984,"NO COMPETITIVA","LP",8.11402363873179
2017-10-17,2035-04-04,"UVR",3.485,54058.13989336,"NO COMPETITIVA","LP",12.4018017270281
2017-10-23,2022-05-04,"COP",0,0,"NO COMPETITIVA","LP",4.01024860476915
2017-10-23,2026-08-26,"COP",0,0,"NO COMPETITIVA","LP",7.2291555919035
2017-10-23,2032-06-30,"COP",0,0,"NO COMPETITIVA","LP",11.0995656531908
2017-10-24,2018-09-11,"COP",5.29,191108,"SUBASTA","CP",0.882191780821918
2017-10-31,2018-09-11,"COP",5.099,191598,"SUBASTA","CP",0.863013698630137
2017-11-07,2018-09-11,"COP",5.043,191866,"SUBASTA","CP",0.843835616438356
2017-11-14,2018-09-11,"COP",4.99,192128,"SUBASTA","CP",0.824657534246575
2017-11-21,2018-09-11,"COP",4.94,192382,"SUBASTA","CP",0.805479452054794
2017-11-28,2018-09-11,"COP",4.71,192891.807108,"SUBASTA","CP",0.786301369863014
2017-12-05,2018-09-11,"COP",4.684,193098,"SUBASTA","CP",0.767123287671233
2017-12-12,2018-12-11,"COP",4.72,191009.80899,"SUBASTA","CP",0.997260273972603
2017-12-19,2018-12-11,"COP",4.67,191268,"SUBASTA","CP",0.978082191780822
2018-01-02,2018-12-11,"COP",4.745,239342.5,"SUBASTA","CP",0.93972602739726
2018-01-03,2023-02-23,"UVR",2.159,133782.60515154,"SUBASTA","LP",4.534264706243
2018-01-03,2027-03-17,"UVR",2.87,99958.08289033,"SUBASTA","LP",7.95218313054186
2018-01-03,2035-04-04,"UVR",3.467,116365.74076344,"SUBASTA","LP",12.194404427509
2018-01-09,2018-12-11,"COP",4.79,239460,"SUBASTA","CP",0.920547945205479
2018-01-10,2025-11-26,"COP",6.22,699999.928369,"SUBASTA","LP",6.41136418740345
2018-01-15,2023-02-23,"UVR",0,0,"NO COMPETITIVA","LP",4.55237460689729
2018-01-15,2027-03-17,"UVR",0,0,"NO COMPETITIVA","LP",8.05058193428777
2018-01-15,2035-04-04,"UVR",0,0,"NO COMPETITIVA","LP",13.298648598752
2018-01-16,2018-12-11,"COP",4.75,239757.308194,"SUBASTA","CP",0.901369863013699
2018-01-17,2023-02-23,"UVR",2.319,133908.51167482,"SUBASTA","LP",4.50592364491296
2018-01-17,2027-03-17,"UVR",2.965,138961.97739831,"SUBASTA","LP",7.86196884421124
2018-01-17,2035-04-04,"UVR",3.53,77313.30647727,"SUBASTA","LP",12.1339780028325
2018-01-22,2025-11-26,"COP",0,0,"NO COMPETITIVA","LP",6.67442922374429
2018-01-23,2018-12-11,"COP",4.7,240072.5,"SUBASTA","CP",0.882191780821918
2018-01-24,2025-11-26,"COP",6.258,699999.941432,"SUBASTA","LP",6.37106244013865
2018-01-29,2023-02-23,"UVR",0,0,"NO COMPETITIVA","LP",4.55237460689729
2018-01-29,2027-03-17,"UVR",0,0,"NO COMPETITIVA","LP",8.05058193428777
2018-01-29,2035-04-04,"UVR",0,0,"NO COMPETITIVA","LP",13.298648598752
2018-01-30,2018-12-11,"COP",4.744,240197.5,"SUBASTA","CP",0.863013698630137
2018-01-31,2049-06-16,"UVR",3.774,1012365.98051195,"SUBASTA","LP",18.4915247257664
2018-02-05,2025-11-26,"COP",0,0,"NO COMPETITIVA","LP",6.63881278538813
2018-02-06,2018-12-11,"COP",4.714,240470,"SUBASTA","CP",0.843835616438356
2018-02-07,2023-02-23,"UVR",2.39,89164.25767559,"SUBASTA","LP",4.44710491435489
2018-02-07,2027-03-17,"UVR",3.013,108922.25820085,"SUBASTA","LP",7.80129713121468
2018-02-07,2035-04-04,"UVR",3.619,151984.54249604,"SUBASTA","LP",12.0451911715446
2018-02-13,2018-12-11,"COP",4.818,240485,"SUBASTA","CP",0.824657534246575
2018-02-14,2025-11-26,"COP",6.423,199999.969274,"SUBASTA","LP",6.30506415212406
2018-02-14,2028-04-28,"COP",6.71,184999.983804,"SUBASTA","LP",7.47646452877924
2018-02-14,2032-06-30,"COP",7.01,314999.823996,"SUBASTA","LP",9.11554671583581
2018-02-19,2023-02-23,"UVR",2.453,41782.17879903,"NO COMPETITIVA","LP",7.7649497105046
2018-02-19,2027-03-17,"UVR",3.066,105384.29605436,"NO COMPETITIVA","LP",4.41308695480108
2018-02-19,2035-04-04,"UVR",3.647,150596.39645577,"NO COMPETITIVA","LP",12.0024644349533
2018-02-20,2018-12-11,"COP",4.78,240772.403691,"SUBASTA","CP",0.805479452054795
2018-02-21,2023-02-23,"UVR",2.422,72614.69365153,"SUBASTA","LP",4.40816924436308
2018-02-21,2027-03-17,"UVR",3.07,93941.79974205,"SUBASTA","LP",7.75920804462043
2018-02-21,2035-04-04,"UVR",3.657,183821.90694942,"SUBASTA","LP",11.9934650713685
2018-02-26,2025-11-26,"COP",6.446,198541.236088,"NO COMPETITIVA","LP",6.27100552805004
2018-02-26,2028-04-28,"COP",6.713,69967.96206,"NO COMPETITIVA","LP",7.44323195163725
2018-02-26,2032-06-30,"COP",7.02,299372.614191,"NO COMPETITIVA","LP",9.08014580319849
2018-02-27,2018-12-11,"COP",4.73,241077.5,"SUBASTA","CP",0.786301369863014
2018-02-28,2025-11-26,"COP",6.433,192999.908726,"SUBASTA","LP",6.26619417536121
2018-02-28,2028-04-28,"COP",6.742,138999.982104,"SUBASTA","LP",7.43431139637472
2018-02-28,2032-06-30,"COP",7.039,367999.923078,"SUBASTA","LP",9.06986984786516
2018-03-06,2018-12-11,"COP",4.64,241452.403419,"SUBASTA","CP",0.767123287671233
2018-03-07,2023-02-23,"UVR",2.72,127348.0646849,"SUBASTA","LP",4.55537237851595
2018-03-07,2027-03-17,"UVR",3.147,53485.96233125,"SUBASTA","LP",7.74365031538389
2018-03-07,2035-04-04,"UVR",3.789,169372.71285828,"SUBASTA","LP",10.5961688030364
2018-03-12,2028-04-28,"COP",6.764,11469.065,"NO COMPETITIVA","LP",7.39882289207484
2018-03-13,2019-03-12,"COP",4.55,239149.90434,"SUBASTA","CP",0.997260273972603
2018-03-14,2025-11-26,"COP",6.427,126999.968647,"SUBASTA","LP",6.22814630990763
2018-03-14,2028-04-28,"COP",6.68,177999.959341,"SUBASTA","LP",7.40330969763046
2018-03-14,2032-06-30,"COP",7.009,394999.797282,"SUBASTA","LP",9.03908679661278
2018-03-20,2019-03-12,"COP",4.55,239352.5,"SUBASTA","CP",0.978082191780822
2018-03-20,2023-02-23,"UVR",0,0,"NO COMPETITIVA","LP",4.54766846547668
2018-03-20,2027-03-17,"UVR",3.167,15488.24948124,"NO COMPETITIVA","LP",7.92995870306944
2018-03-20,2035-04-04,"UVR",3.805,168731.47476746,"NO COMPETITIVA","LP",11.8672730944124
2018-03-21,2023-02-23,"UVR",2.729,72818.27853244,"SUBASTA","LP",4.51692187285685
2018-03-21,2027-03-17,"UVR",3.144,84315.88927217,"SUBASTA","LP",7.92833679943142
2018-03-21,2035-04-04,"UVR",3.763,192904.59744607,"SUBASTA","LP",11.8793759745014
2018-03-26,2025-11-26,"COP",6.463,126692.258895,"NO COMPETITIVA","LP",6.19341928660348
2018-03-26,2028-04-28,"COP",6.712,177680.130183,"NO COMPETITIVA","LP",7.36663824679682
2018-03-26,2032-06-30,"COP",7.04,394584.8256,"NO COMPETITIVA","LP",8.99838450473372
2018-03-27,2019-03-12,"COP",4.6,239447.404221,"SUBASTA","CP",0.958904109589041
2018-04-02,2023-02-23,"UVR",2.772,33721.61103279,"NO COMPETITIVA","LP",4.48359423872214
2018-04-02,2027-03-17,"UVR",3.177,55607.56858334,"NO COMPETITIVA","LP",7.89385598629994
2018-04-02,2035-04-04,"UVR",3.787,192645.80578228,"NO COMPETITIVA","LP",11.838020046778
2018-04-03,2019-03-12,"COP",4.629,239592.5,"SUBASTA","CP",0.93972602739726
2018-04-04,2023-02-23,"UVR",2.794,123033.67757208,"SUBASTA","LP",4.47788396727985
2018-04-04,2027-03-17,"UVR",3.19,79715.71990589,"SUBASTA","LP",7.88774412885366
2018-04-04,2035-04-04,"UVR",3.769,147384.45269335,"SUBASTA","LP",12.3403198778662
2018-04-10,2019-03-12,"COP",4.539,239990,"SUBASTA","CP",0.920547945205479
2018-04-11,2025-11-26,"COP",6.134,354999.771328,"SUBASTA","LP",6.16644713431498
2018-04-11,2028-04-28,"COP",6.29,114999.9368,"SUBASTA","LP",7.37265235298929
2018-04-11,2032-06-30,"COP",6.724,229999.965696,"SUBASTA","LP",9.03422969109483
2018-04-16,2023-02-23,"UVR",2.801,120829.03337325,"NO COMPETITIVA","LP",4.4449337960652
2018-04-16,2027-03-17,"UVR",3.203,78513.26724413,"NO COMPETITIVA","LP",7.85423473591132
2018-04-16,2035-04-04,"UVR",3.784,146903.08889872,"NO COMPETITIVA","LP",12.3028135598339
2018-04-17,2019-03-12,"COP",4.489,240297.403881,"SUBASTA","CP",0.901369863013699
2018-04-18,2023-02-23,"UVR",2.69,123372.94749307,"SUBASTA","LP",4.44061826200833
2018-04-18,2027-03-17,"UVR",3.098,71967.43340907,"SUBASTA","LP",7.85385753151607
2018-04-18,2035-04-04,"UVR",3.695,154730.23787926,"SUBASTA","LP",12.3247716273418
2018-04-24,2019-03-12,"COP",4.433,240615,"SUBASTA","CP",0.882191780821918
2018-04-25,2025-11-26,"COP",6.225,210475.55,"SUBASTA","LP",6.12343703632635
2018-04-25,2028-04-28,"COP",6.49,211999.939281,"SUBASTA","LP",7.31072315820217
2018-04-25,2032-06-30,"COP",6.86,277524.385536,"SUBASTA","LP",8.9616054563145
2018-04-26,2049-06-16,"UVR",3.882,750998.64340069,"SUBASTA","LP",18.1247290279089
2018-04-30,2023-02-23,"UVR",2.709,122810.34596986,"NO COMPETITIVA","LP",4.40754246131326
2018-04-30,2027-03-17,"UVR",3.115,26428.50285388,"NO COMPETITIVA","LP",7.82015595888703
2018-04-30,2035-04-04,"UVR",3.719,125277.60632602,"NO COMPETITIVA","LP",12.2845035045891
2018-05-02,2023-02-23,"UVR",2.65,127370.32491271,"SUBASTA","LP",4.40268104084844
2018-05-02,2027-03-17,"UVR",3.122,118364.57230759,"SUBASTA","LP",7.81433672171966
2018-05-02,2035-04-04,"UVR",3.718,104469.60509338,"SUBASTA","LP",12.279332138434
2018-05-02,2019-03-12,"COP",4.4,240907.403637,"SUBASTA","CP",0.86027397260274
2018-05-07,2025-11-26,"COP",6.234,13366.86,"NO COMPETITIVA","LP",6.09009961047712
2018-05-07,2028-04-28,"COP",6.498,193854.90771,"NO COMPETITIVA","LP",7.73126292375626
2018-05-07,2032-06-30,"COP",6.857,63682.713732,"NO COMPETITIVA","LP",8.92948507514927
2018-05-08,2019-03-12,"COP",4.405,241070,"SUBASTA","CP",0.843835616438356
2018-05-09,2025-11-26,"COP",6.349,235527.205,"SUBASTA","LP",6.07872639591728
2018-05-09,2028-04-28,"COP",6.565,257999.99901,"SUBASTA","LP",7.71958965542765
2018-05-09,2032-06-30,"COP",6.979,206472.566983,"SUBASTA","LP",8.89323353279735
